,GHT-SELEX Train,ChIP-Seq Test
0,0.9475574354676577,0.884096723590132
1,0.9706060890476333,0.9176507720088751
2,0.9763681037697318,0.9336578140176188
3,0.9706905790208094,0.8971276093456902
4,0.9513200729576852,0.882001750814227
5,0.9409167137208938,0.892905141566327
6,0.8930137160140772,0.8536743542632232
7,0.8752345648474038,0.8185750503341493
8,0.922968408847667,0.7994223543354337
9,0.9539036530428779,0.829509929797551
10,0.9137768711019552,0.8648410686487493
11,0.791934287965315,0.7709320726087643
12,0.9313744305898606,0.8159365070825999
13,0.9137768711019552,0.8648410686487493
14,0.8905801199585941,0.8204756256502105
15,0.8937938771847673,0.8390979431404879
16,0.8855946431860164,0.8190180866266632
17,0.915176831968967,0.8198974051482311
18,0.915176831968967,0.8198974051482311
19,0.9190165801707056,0.84931380307621
20,0.9140490450162827,0.8022150296244095
21,0.9157442679469088,0.8124182237470596
22,0.9297256065341151,0.8435374771255316
23,0.8816566132840471,0.7896397476877179
24,0.8372348965818285,0.7977589467881139
25,0.943444627641427,0.8389948508591398
26,0.9446686497660257,0.8521180358804328
27,0.947733376076819,0.8472180758078152
28,0.8419124715560868,0.7875937391185162
29,0.7748290580266053,0.76774744942673
30,0.7788969369433527,0.7033138304371496
31,0.9299681993750588,0.8039473358054214
32,0.9120632862881677,0.7803780522617465
33,0.9246044927854388,0.7617834395121555
34,0.6872526913891615,0.6748173341050467
35,0.9430122650859947,0.797632485939175
36,0.9385068994868675,0.7631045308941725
37,0.9104364475292946,0.8088702604024094
38,0.8804857516232814,0.799350988762898
39,0.8804857516232814,0.799350988762898
40,0.9314257210897691,0.7848599808840121
41,0.8136211955255712,0.6766988898028795
42,0.8013785814354105,0.7560129724989135
43,0.8013785814354105,0.7560129724989135
44,0.9600691720026482,0.8441329002220965
45,0.9437112154346528,0.8107249331607997
46,0.8829324959289234,0.7658843724558164
47,0.9382183751878637,0.7796369012096476
48,0.9437307032191595,0.8372621969314495
49,0.7883117242754334,0.7556642028642563
50,0.815706284131295,0.7704254353345426
51,0.9239445874157916,0.8074190453540169
52,0.9207840795446739,0.7285540179631518
53,0.770399892770198,0.7518287075842514
54,0.9207840795446739,0.7285540179631518
55,0.7762561954696046,0.7413168415799642
56,0.7762561954696046,0.7413168415799642
57,0.9566421089358419,0.8332715778918012
58,0.6897189139040766,0.6874511705869824
59,0.6725331945331166,0.6651421223228342
60,0.8804289520994749,0.8135091331364913
61,0.7668381797901038,0.742571759284727
62,0.8804289520994749,0.8135091331364913
63,0.6678586835568379,0.6509156437896744
64,0.8376862744674334,0.7166754669798259
65,0.9158602389088032,0.7881979716246832
66,0.7725603280692929,0.7521598977728328
67,0.7725603280692929,0.7521598977728328
68,0.6808714007551817,0.6552923275775748
69,0.8802261266699328,0.7370564612605855
70,0.7447704315841724,0.723224164390577
71,0.9080332487769709,0.8015132178529789
72,0.7469263307353271,0.7090347144185732
73,0.8775370940014616,0.7920500149133868
74,0.767653914073422,0.7486933954286297
75,0.9444892038605122,0.818287983323459
76,0.89740339528039,0.7071160580549671
77,0.8111127992045182,0.7578342813839845
78,0.7638220916652257,0.7260051981795319
79,0.7183906352518431,0.7301333621085367
80,0.6632993555965696,0.6550152471196333
81,0.666273834002281,0.7157756650624841
82,0.6828126859661884,0.6639435582408504
83,0.9292450955099391,0.757538038970933
84,0.7022127461487917,0.669832664537166
85,0.7390959645580526,0.6608826834299399
86,0.9321788547129963,0.740989819011217
87,0.9151109068520762,0.8063768000879968
88,0.6501587021269419,0.6406323583897253
89,0.8564588533526638,0.7527785278010575
90,0.7825321411982396,0.7279409117985438
91,0.7928818886906976,0.7103780786158402
92,0.6850251697568395,0.661931569142161
93,0.9271000105904125,0.8090782874343784
94,0.8103606434686399,0.7471933404547265
95,0.9401004587973483,0.7820690036000162
96,0.9214269911122497,0.7490158740592813
97,0.9393916019930644,0.7682069165786755
98,0.9216967266301355,0.7480211852952372
99,0.6238644775613759,0.6170497797219353
100,0.9137661538915793,0.7798951837295626
101,0.682659508564152,0.6621854731645604
102,0.7668528176520906,0.7179260484574859
103,0.7668528176520906,0.7179260484574859
104,0.9021394147053416,0.7674794150526472
105,0.7448049003295952,0.6637528639556798
106,0.7940256269314825,0.7578035794385662
107,0.7728536238831545,0.7059631877363024
108,0.7728536238831545,0.7059631877363024
109,0.6728799292377449,0.6527712675621662
110,0.9327353166295219,0.7483291542823394
111,0.931114847438836,0.7417457864899569
112,0.7032037178709369,0.6292815728664166
113,0.9155018623222138,0.7471570397582691
114,0.9055677284342035,0.7643994656309963
115,0.7009143860270879,0.6569794836637517
116,0.7003630056370617,0.6560507876082744
117,0.7019794572942925,0.7018554180333157
118,0.7162127675166754,0.6594234906352299
119,0.7019794572942925,0.7018554180333157
120,0.8901840712672826,0.7027999433420027
121,0.6422746426361955,0.6535315518751444
122,0.7190621940363081,0.6828164588427217
123,0.8893563839606065,0.7699218136688506
124,0.7920030959128048,0.7413082914358963
125,0.729681204348274,0.7047792027939035
126,0.7193807342355993,0.6834380744523885
127,0.7728690608212362,0.7306305326455387
128,0.7728690608212362,0.7306305326455387
129,0.6511362173672168,0.6378720861477621
130,0.89217852880459,0.6710071245059047
131,0.7882590251191719,0.6878276663123968
132,0.5908577433731701,0.5907279717745333
133,0.7882590251191719,0.6878276663123968
134,0.6857554615980881,0.6557383094534566
135,0.5982682979380158,0.5929821586594389
136,0.7727495747450843,0.7249769863237525
137,0.8017946195993575,0.7390830699499149
