,Tool,Delta auROC value
869,DimontHTS,-0.348
870,ExplaiNN,-0.396
871,Best,-0.027000000000000024
872,Dimont,-0.07299999999999995
873,ChIPMunk,-0.19699999999999995
874,ProBound,-0.07899999999999996
875,MEME,-0.16200000000000003
876,Autoseed,-0.31000000000000005
877,Homer,-0.128
878,STREME,-0.129
879,DimontHTS,-0.08799999999999997
880,ExplaiNN,-0.10299999999999998
881,Best,-0.359
882,Dimont,-0.138
883,ChIPMunk,-0.019000000000000017
884,ProBound,-0.11299999999999999
885,MEME,-0.31499999999999995
886,Autoseed,-0.237
887,Homer,-0.29200000000000004
888,STREME,-0.31000000000000005
889,DimontHTS,-0.18599999999999994
890,ExplaiNN,-0.20699999999999996
891,Best,-0.665
892,Dimont,-0.251
893,ChIPMunk,-0.08699999999999997
894,ProBound,-0.17100000000000004
895,MEME,-0.16000000000000003
896,Autoseed,-0.05800000000000005
897,Homer,-0.25
898,STREME,-0.237
899,DimontHTS,-0.16900000000000004
900,ExplaiNN,-0.19199999999999995
901,Best,-0.376
902,Dimont,-0.471
903,ChIPMunk,-0.20299999999999996
904,ProBound,-0.52
905,MEME,-0.10499999999999998
906,Autoseed,-0.08699999999999997
907,Homer,-0.09299999999999997
908,STREME,-0.09999999999999998
909,DimontHTS,-0.43200000000000005
910,ExplaiNN,-0.41700000000000004
911,Best,-0.04300000000000004
912,Dimont,-0.10599999999999998
913,ChIPMunk,-0.026000000000000023
914,ProBound,-0.22099999999999997
915,MEME,-0.252
916,Autoseed,-0.18100000000000005
917,Homer,-0.22499999999999998
918,STREME,-0.20799999999999996
919,DimontHTS,-0.131
920,ExplaiNN,-0.484
921,Best,-0.11399999999999999
922,Dimont,-0.07299999999999995
923,ChIPMunk,-0.06499999999999995
924,ProBound,-0.04400000000000004
925,MEME,-0.06499999999999995
926,Autoseed,-0.026000000000000023
927,Homer,-0.025000000000000022
928,STREME,-0.03600000000000003
929,DimontHTS,-0.008000000000000007
930,ExplaiNN,-0.05700000000000005
931,Best,-0.06499999999999995
932,Dimont,-0.10199999999999998
933,ChIPMunk,-0.33699999999999997
934,ProBound,-0.10799999999999998
935,MEME,-0.126
936,Autoseed,-0.05500000000000005
937,Homer,-0.07699999999999996
938,STREME,-0.08399999999999996
939,DimontHTS,-0.08799999999999997
940,ExplaiNN,-0.12
941,Best,-0.263
942,Dimont,-0.20499999999999996
943,ChIPMunk,-0.009000000000000008
944,ProBound,-0.17100000000000004
945,MEME,-0.33899999999999997
946,Autoseed,-0.35
947,Homer,-0.345
948,STREME,-0.32899999999999996
949,DimontHTS,-0.15600000000000003
950,ExplaiNN,-0.21399999999999997
951,Best,-0.20899999999999996
952,Dimont,-0.03200000000000003
953,ChIPMunk,-0.16200000000000003
954,ProBound,-0.03200000000000003
955,MEME,-0.009000000000000008
956,Autoseed,-0.006000000000000005
957,Homer,-0.009000000000000008
958,STREME,-0.009000000000000008
959,DimontHTS,-0.03200000000000003
960,ExplaiNN,-0.06399999999999995
961,Best,-0.15900000000000003
962,Dimont,-0.07199999999999995
963,ChIPMunk,-0.20599999999999996
964,ProBound,-0.06899999999999995
965,MEME,-0.129
966,Autoseed,-0.278
967,Homer,-0.14800000000000002
968,STREME,-0.14600000000000002
969,DimontHTS,-0.05900000000000005
970,ExplaiNN,-0.10099999999999998
971,Best,-0.22099999999999997
972,Dimont,-0.34099999999999997
973,ChIPMunk,-0.246
974,ProBound,-0.22099999999999997
975,MEME,-0.20099999999999996
976,Autoseed,-0.16200000000000003
977,Homer,-0.16000000000000003
978,STREME,-0.22399999999999998
979,DimontHTS,-0.14100000000000001
980,ExplaiNN,-0.371
981,Best,-0.03700000000000003
982,Dimont,-0.02200000000000002
983,ChIPMunk,-0.511
984,ProBound,-0.05400000000000005
985,MEME,-0.20699999999999996
986,Autoseed,-0.17800000000000005
987,Homer,-0.18599999999999994
988,STREME,-0.17700000000000005
989,DimontHTS,-0.039000000000000035
990,ExplaiNN,-0.02100000000000002
991,Best,-0.038000000000000034
992,Dimont,-0.08699999999999997
993,ChIPMunk,-0.508
994,ProBound,-0.10199999999999998
995,MEME,-0.485
996,Autoseed,-0.46299999999999997
997,Homer,-0.471
998,STREME,-0.499
999,DimontHTS,-0.09799999999999998
1000,ExplaiNN,-0.14300000000000002
1001,Best,-0.42500000000000004
1002,Dimont,-0.14900000000000002
1003,ChIPMunk,-0.07799999999999996
1004,ProBound,-0.134
1005,MEME,-0.53
1006,Autoseed,-0.499
1007,Homer,-0.5
1008,STREME,-0.5309999999999999
1009,DimontHTS,-0.16600000000000004
1010,ExplaiNN,-0.19099999999999995
1011,Best,-0.17100000000000004
1012,Dimont,-0.15700000000000003
1013,ChIPMunk,-0.06899999999999995
1014,ProBound,-0.22099999999999997
1015,MEME,-0.132
1016,Autoseed,-0.06000000000000005
1017,Homer,-0.20499999999999996
1018,STREME,-0.19399999999999995
1019,DimontHTS,-0.275
1020,ExplaiNN,-0.268
1021,Best,-0.10199999999999998
1022,Dimont,-0.471
1023,ChIPMunk,-0.03200000000000003
1024,ProBound,-0.494
1025,MEME,-0.09099999999999997
1026,Autoseed,-0.051000000000000045
1027,Homer,-0.15300000000000002
1028,STREME,-0.19199999999999995
1029,DimontHTS,-0.4
1030,ExplaiNN,-0.46599999999999997
1031,Best,-0.18200000000000005
1032,Dimont,-0.497
1033,ChIPMunk,-0.14700000000000002
1034,ProBound,-0.528
1035,MEME,-0.09299999999999997
1036,Autoseed,-0.027000000000000024
1037,Homer,-0.21499999999999997
1038,STREME,-0.14800000000000002
1039,DimontHTS,-0.41400000000000003
1040,ExplaiNN,-0.53
1041,Best,-0.08099999999999996
1042,Dimont,-0.08199999999999996
1043,ChIPMunk,-0.10499999999999998
1044,ProBound,-0.08199999999999996
1045,MEME,-0.131
1046,Autoseed,-0.123
1047,Homer,-0.14600000000000002
1048,STREME,-0.18400000000000005
1049,DimontHTS,-0.07899999999999996
1050,ExplaiNN,-0.11399999999999999
1051,Best,-0.32599999999999996
1052,Dimont,-0.08499999999999996
1053,ChIPMunk,-0.09599999999999997
1054,ProBound,-0.06099999999999994
1055,MEME,-0.08699999999999997
1056,Autoseed,-0.09199999999999997
1057,Homer,-0.09599999999999997
1058,STREME,-0.16200000000000003
1059,DimontHTS,-0.05600000000000005
1060,ExplaiNN,-0.128
1061,Best,-0.06299999999999994
1062,Dimont,-0.06899999999999995
1063,ChIPMunk,-0.15100000000000002
1064,ProBound,-0.05600000000000005
1065,MEME,-0.07199999999999995
1066,Autoseed,-0.07899999999999996
1067,Homer,-0.09399999999999997
1068,STREME,-0.14500000000000002
1069,DimontHTS,-0.03400000000000003
1070,ExplaiNN,-0.07999999999999996
1071,Best,-0.03600000000000003
1072,Dimont,-0.134
1073,ChIPMunk,-0.23199999999999998
1074,ProBound,-0.119
1075,MEME,-0.133
1076,Autoseed,-0.132
1077,Homer,-0.139
1078,STREME,-0.22499999999999998
1079,DimontHTS,-0.122
1080,ExplaiNN,-0.14700000000000002
1081,Best,-0.04400000000000004
1082,Dimont,-0.07699999999999996
1083,ChIPMunk,-0.237
1084,ProBound,-0.07299999999999995
1085,MEME,-0.21399999999999997
1086,Autoseed,-0.20499999999999996
1087,Homer,-0.22699999999999998
1088,STREME,-0.28700000000000003
1089,DimontHTS,-0.07899999999999996
1090,ExplaiNN,-0.09599999999999997
1091,Best,-0.16300000000000003
1092,Dimont,-0.07699999999999996
1093,ChIPMunk,-0.20299999999999996
1094,ProBound,-0.07199999999999995
1095,MEME,-0.22099999999999997
1096,Autoseed,-0.22599999999999998
1097,Homer,-0.249
1098,STREME,-0.238
1099,DimontHTS,-0.07199999999999995
1100,ExplaiNN,-0.07699999999999996
1101,Best,-0.30100000000000005
1102,Dimont,-0.10699999999999998
1103,ChIPMunk,-0.01100000000000001
1104,ProBound,-0.09899999999999998
1105,MEME,-0.19299999999999995
1106,Autoseed,-0.19999999999999996
1107,Homer,-0.21799999999999997
1108,STREME,-0.20499999999999996
1109,DimontHTS,-0.11499999999999999
1110,ExplaiNN,-0.131
1111,Best,-0.09899999999999998
1112,Dimont,-0.21299999999999997
1113,ChIPMunk,-0.237
1114,ProBound,-0.18100000000000005
1115,MEME,-0.007000000000000006
1116,Autoseed,-0.008000000000000007
1117,Homer,-0.008000000000000007
1118,STREME,-0.006000000000000005
1119,DimontHTS,-0.19499999999999995
1120,ExplaiNN,-0.22199999999999998
1121,Best,-0.22799999999999998
1122,Dimont,-0.23399999999999999
1123,ChIPMunk,-0.20399999999999996
1124,ProBound,-0.241
1125,MEME,-0.21099999999999997
1126,Autoseed,-0.19799999999999995
1127,Homer,-0.20199999999999996
1128,STREME,-0.22799999999999998
1129,DimontHTS,-0.243
1130,ExplaiNN,-0.246
1131,Best,-0.15800000000000003
1132,Dimont,-0.20599999999999996
1133,ChIPMunk,-0.040000000000000036
1134,ProBound,-0.269
1135,MEME,-0.19299999999999995
1136,Autoseed,-0.18899999999999995
1137,Homer,-0.19999999999999996
1138,STREME,-0.18599999999999994
1139,DimontHTS,-0.28300000000000003
1140,ExplaiNN,-0.25
1141,Best,-0.07399999999999995
1142,Dimont,-0.013000000000000012
1143,ChIPMunk,-0.016000000000000014
1144,ProBound,-0.006000000000000005
1145,MEME,-0.04600000000000004
1146,Autoseed,-0.04200000000000004
1147,Homer,-0.238
1148,STREME,-0.04700000000000004
1149,DimontHTS,-0.008000000000000007
1150,ExplaiNN,-0.008000000000000007
1151,Best,-0.08999999999999997
1152,Dimont,-0.14100000000000001
1153,ChIPMunk,-0.05800000000000005
1154,ProBound,-0.15700000000000003
1155,MEME,-0.019000000000000017
1156,Autoseed,-0.015000000000000013
1157,Homer,-0.21999999999999997
1158,STREME,-0.02100000000000002
1159,DimontHTS,-0.16400000000000003
1160,ExplaiNN,-0.275
1161,Best,-0.19599999999999995
1162,Dimont,-0.16200000000000003
1163,ChIPMunk,-0.07399999999999995
1164,ProBound,-0.22199999999999998
1165,MEME,-0.06000000000000005
1166,Autoseed,-0.05800000000000005
1167,Homer,-0.049000000000000044
1168,STREME,-0.05400000000000005
1169,DimontHTS,-0.20399999999999996
1170,ExplaiNN,-0.235
1171,Best,-0.06899999999999995
1172,Dimont,-0.04800000000000004
1173,ChIPMunk,-0.04700000000000004
1174,ProBound,-0.07599999999999996
1175,MEME,-0.06899999999999995
1176,Autoseed,-0.07099999999999995
1177,Homer,-0.08099999999999996
1178,STREME,-0.07499999999999996
1179,DimontHTS,-0.05300000000000005
1180,ExplaiNN,-0.041000000000000036
1181,Best,-0.029000000000000026
1182,Dimont,-0.018000000000000016
1183,ChIPMunk,-0.051000000000000045
1184,ProBound,-0.04300000000000004
1185,MEME,-0.06000000000000005
1186,Autoseed,-0.04200000000000004
1187,Homer,-0.06999999999999995
1188,STREME,-0.04700000000000004
1189,DimontHTS,-0.03700000000000003
1190,ExplaiNN,-0.008000000000000007
1191,Best,-0.137
1192,Dimont,-0.038000000000000034
1193,ChIPMunk,-0.20499999999999996
1194,ProBound,-0.04600000000000004
1195,MEME,-0.04600000000000004
1196,Autoseed,-0.04800000000000004
1197,Homer,-0.05600000000000005
1198,STREME,-0.05300000000000005
1199,DimontHTS,-0.039000000000000035
1200,ExplaiNN,-0.06000000000000005
1201,Best,-0.09499999999999997
1202,Dimont,-0.07999999999999996
1203,ChIPMunk,-0.45299999999999996
1204,ProBound,-0.06799999999999995
1205,MEME,-0.23399999999999999
1206,Autoseed,-0.12
1207,Homer,-0.251
1208,STREME,-0.17800000000000005
1209,DimontHTS,-0.08099999999999996
1210,ExplaiNN,-0.08899999999999997
1211,Best,-0.08899999999999997
1212,Dimont,-0.05500000000000005
1213,ChIPMunk,-0.09699999999999998
1214,ProBound,-0.06399999999999995
1215,MEME,-0.45799999999999996
1216,Autoseed,-0.349
1217,Homer,-0.487
1218,STREME,-0.44999999999999996
1219,DimontHTS,-0.052000000000000046
1220,ExplaiNN,-0.07799999999999996
1221,Best,-0.128
1222,Dimont,-0.05600000000000005
1223,ChIPMunk,-0.28700000000000003
1224,ProBound,-0.050000000000000044
1225,MEME,-0.09199999999999997
1226,Autoseed,-0.09199999999999997
1227,Homer,-0.09799999999999998
1228,STREME,-0.10799999999999998
1229,DimontHTS,-0.06000000000000005
1230,ExplaiNN,-0.07399999999999995
1231,Best,-0.23299999999999998
1232,Dimont,-0.14500000000000002
1233,ChIPMunk,-0.22099999999999997
1234,ProBound,-0.14400000000000002
1235,MEME,-0.31799999999999995
1236,Autoseed,-0.31699999999999995
1237,Homer,-0.25
1238,STREME,-0.27
1239,DimontHTS,-0.261
1240,ExplaiNN,-0.44799999999999995
1241,Best,-0.15800000000000003
1242,Dimont,-0.40700000000000003
1243,ChIPMunk,-0.0040000000000000036
1244,ProBound,-0.236
1245,MEME,-0.22599999999999998
1246,Autoseed,-0.21499999999999997
1247,Homer,-0.20399999999999996
1248,STREME,-0.21399999999999997
1249,DimontHTS,-0.31999999999999995
1250,ExplaiNN,-0.367
1251,Best,-0.10299999999999998
1252,Dimont,-0.09999999999999998
1253,ChIPMunk,-0.252
1254,ProBound,-0.10399999999999998
1255,MEME,-0.006000000000000005
1256,Autoseed,-0.009000000000000008
1257,Homer,-0.007000000000000006
1258,STREME,-0.006000000000000005
1259,DimontHTS,-0.08999999999999997
1260,ExplaiNN,-0.123
1261,Best,-0.29500000000000004
1262,Dimont,-0.29600000000000004
1263,ChIPMunk,-0.09999999999999998
1264,ProBound,-0.501
1265,MEME,-0.386
1266,Autoseed,-0.17000000000000004
1267,Homer,-0.262
1268,STREME,-0.22399999999999998
1269,DimontHTS,-0.405
1270,ExplaiNN,-0.43400000000000005
1271,Best,-0.20399999999999996
1272,Dimont,-0.24
1273,ChIPMunk,-0.02200000000000002
1274,ProBound,-0.34299999999999997
1275,MEME,-0.10999999999999999
1276,Autoseed,-0.11199999999999999
1277,Homer,-0.131
1278,STREME,-0.10899999999999999
1279,DimontHTS,-0.272
1280,ExplaiNN,-0.23299999999999998
1281,Best,-0.31499999999999995
1282,Dimont,-0.0050000000000000044
1283,ChIPMunk,-0.19199999999999995
1284,ProBound,-0.007000000000000006
1285,MEME,-0.031000000000000028
1286,Autoseed,-0.028000000000000025
1287,Homer,-0.05700000000000005
1288,STREME,-0.031000000000000028
1289,DimontHTS,-0.0050000000000000044
1290,ExplaiNN,-0.009000000000000008
1291,Best,-0.040000000000000036
1292,Dimont,-0.10499999999999998
1293,ChIPMunk,-0.32999999999999996
1294,ProBound,-0.31000000000000005
1295,MEME,-0.20299999999999996
1296,Autoseed,-0.19199999999999995
1297,Homer,-0.21799999999999997
1298,STREME,-0.18999999999999995
1299,DimontHTS,-0.374
1300,ExplaiNN,-0.382
1301,Best,-0.11199999999999999
1302,Dimont,-0.028000000000000025
1303,ChIPMunk,-0.20699999999999996
1304,ProBound,-0.10999999999999999
1305,MEME,-0.37
1306,Autoseed,-0.366
1307,Homer,-0.346
1308,STREME,-0.33999999999999997
1309,DimontHTS,-0.20199999999999996
1310,ExplaiNN,-0.23399999999999999
1311,Best,-0.30300000000000005
1312,Dimont,-0.18000000000000005
1313,ChIPMunk,-0.10899999999999999
1314,ProBound,-0.03200000000000003
1315,MEME,-0.20599999999999996
1316,Autoseed,-0.21699999999999997
1317,Homer,-0.253
1318,STREME,-0.22099999999999997
1319,DimontHTS,-0.124
1320,ExplaiNN,-0.16200000000000003
1321,Best,-0.377
1322,Dimont,-0.246
1323,ChIPMunk,-0.19599999999999995
1324,ProBound,-0.21499999999999997
1325,MEME,-0.09399999999999997
1326,Autoseed,-0.10599999999999998
1327,Homer,-0.10499999999999998
1328,STREME,-0.10899999999999999
1329,DimontHTS,-0.361
1330,ExplaiNN,-0.43400000000000005
1331,Best,-0.03600000000000003
1332,Dimont,-0.251
1333,ChIPMunk,-0.07199999999999995
1334,ProBound,-0.349
1335,MEME,-0.20699999999999996
1336,Autoseed,-0.18100000000000005
1337,Homer,-0.19499999999999995
1338,STREME,-0.18799999999999994
1339,DimontHTS,-0.17200000000000004
1340,ExplaiNN,-0.31099999999999994
1341,Best,-0.07999999999999996
1342,Dimont,-0.16000000000000003
1343,ChIPMunk,-0.03500000000000003
1344,ProBound,-0.263
1345,MEME,-0.08299999999999996
1346,Autoseed,-0.06399999999999995
1347,Homer,-0.08299999999999996
1348,STREME,-0.07199999999999995
1349,DimontHTS,-0.359
1350,ExplaiNN,-0.382
1351,Best,-0.09199999999999997
1352,Dimont,-0.20499999999999996
1353,ChIPMunk,-0.028000000000000025
1354,ProBound,-0.24
1355,MEME,-0.04500000000000004
1356,Autoseed,-0.031000000000000028
1357,Homer,-0.04700000000000004
1358,STREME,-0.04400000000000004
1359,DimontHTS,-0.133
1360,ExplaiNN,-0.131
1361,Best,-0.249
1362,Dimont,-0.09699999999999998
1363,ChIPMunk,-0.359
1364,ProBound,-0.235
1365,MEME,-0.029000000000000026
1366,Autoseed,-0.03500000000000003
1367,Homer,-0.027000000000000024
1368,STREME,-0.03200000000000003
1369,DimontHTS,-0.21499999999999997
1370,ExplaiNN,-0.352
1371,Best,-0.397
1372,Dimont,-0.052000000000000046
1373,ChIPMunk,-0.471
1374,ProBound,-0.11099999999999999
1375,MEME,-0.383
1376,Autoseed,-0.23299999999999998
1377,Homer,-0.30100000000000005
1378,STREME,-0.40700000000000003
1379,DimontHTS,-0.061999999999999944
1380,ExplaiNN,-0.08899999999999997
1381,Best,-0.252
1382,Dimont,-0.027000000000000024
1383,ChIPMunk,-0.5309999999999999
1384,ProBound,-0.08699999999999997
1385,MEME,-0.357
1386,Autoseed,-0.35
1387,Homer,-0.368
1388,STREME,-0.394
1389,DimontHTS,-0.06000000000000005
1390,ExplaiNN,-0.09299999999999997
1391,Best,-0.06899999999999995
1392,Dimont,-0.359
1393,ChIPMunk,-0.05600000000000005
1394,ProBound,-0.03500000000000003
1395,MEME,-0.516
1396,Autoseed,-0.55
1397,Homer,-0.696
1398,STREME,-0.361
1399,DimontHTS,-0.03300000000000003
1400,ExplaiNN,-0.04500000000000004
1401,Dimont,-0.379
1402,ChIPMunk,-0.264
1403,ProBound,-0.363
1404,MEME,-0.08999999999999997
1405,Autoseed,-0.09699999999999998
1406,Homer,-0.32499999999999996
1407,STREME,-0.34099999999999997
1408,DimontHTS,-0.357
1409,ExplaiNN,-0.252
1410,Dimont,-0.665
1411,ChIPMunk,-0.050000000000000044
1412,ProBound,-0.378
1413,MEME,-0.258
1414,Autoseed,-0.22499999999999998
1415,Homer,-0.31699999999999995
1416,STREME,-0.05800000000000005
1417,DimontHTS,-0.376
1418,ExplaiNN,-0.31799999999999995
1419,Dimont,-0.264
1420,ChIPMunk,-0.07599999999999996
1421,ProBound,-0.573
1422,MEME,-0.04600000000000004
1423,Autoseed,-0.03400000000000003
1424,Homer,-0.121
1425,STREME,-0.07399999999999995
1426,DimontHTS,-0.649
1427,ExplaiNN,-0.606
1428,Dimont,-0.376
1429,ChIPMunk,-0.132
1430,ProBound,-0.20599999999999996
1431,MEME,-0.07699999999999996
1432,Autoseed,-0.09299999999999997
1433,Homer,-0.04500000000000004
1434,STREME,-0.18899999999999995
1435,DimontHTS,-0.354
1436,ExplaiNN,-0.16000000000000003
1437,Dimont,-0.04300000000000004
1438,ChIPMunk,-0.18000000000000005
1439,ProBound,-0.504
1440,MEME,-0.118
1441,Autoseed,-0.17700000000000005
1442,Homer,-0.133
1443,STREME,-0.237
1444,DimontHTS,-0.378
1445,ExplaiNN,-0.44399999999999995
1446,Dimont,-0.11399999999999999
1447,ChIPMunk,-0.244
1448,ProBound,-0.08999999999999997
1449,MEME,-0.17600000000000005
1450,Autoseed,-0.22299999999999998
1451,Homer,-0.18799999999999994
1452,STREME,-0.271
1453,DimontHTS,-0.19499999999999995
1454,ExplaiNN,-0.10799999999999998
1455,Dimont,-0.06499999999999995
1456,ChIPMunk,-0.368
1457,ProBound,-0.33499999999999996
1458,MEME,-0.24
1459,Autoseed,-0.256
1460,Homer,-0.257
1461,STREME,-0.607
1462,DimontHTS,-0.04800000000000004
1463,ExplaiNN,-0.09399999999999997
1464,Dimont,-0.135
1465,ChIPMunk,-0.06899999999999995
1466,ProBound,-0.07799999999999996
1467,MEME,-0.23299999999999998
1468,Autoseed,-0.528
1469,Homer,-0.356
1470,STREME,-0.08399999999999996
1471,DimontHTS,-0.06499999999999995
1472,ExplaiNN,-0.08699999999999997
1473,Dimont,-0.263
1474,ChIPMunk,-0.12
1475,ProBound,-0.132
1476,MEME,-0.06899999999999995
1477,Autoseed,-0.09099999999999997
1478,Homer,-0.07499999999999996
1479,STREME,-0.139
1480,DimontHTS,-0.129
1481,ExplaiNN,-0.15300000000000002
1482,Dimont,-0.20899999999999996
1483,ChIPMunk,-0.135
1484,ProBound,-0.255
1485,MEME,-0.15100000000000002
1486,Autoseed,-0.10499999999999998
1487,Homer,-0.122
1488,STREME,-0.13
1489,DimontHTS,-0.249
1490,ExplaiNN,-0.30600000000000005
1491,Dimont,-0.15900000000000003
1492,ChIPMunk,-0.352
1493,ProBound,-0.21499999999999997
1494,MEME,-0.13
1495,Autoseed,-0.278
1496,Homer,-0.118
1497,STREME,-0.37
1498,DimontHTS,-0.241
1499,ExplaiNN,-0.5409999999999999
1500,Dimont,-0.15900000000000003
1501,ChIPMunk,-0.5740000000000001
1502,ProBound,-0.07099999999999995
1503,MEME,-0.32599999999999996
1504,Autoseed,-0.43799999999999994
1505,Homer,-0.45799999999999996
1506,STREME,-0.601
1507,DimontHTS,-0.08399999999999996
1508,ExplaiNN,-0.16700000000000004
1509,Dimont,-0.22099999999999997
1510,ChIPMunk,-0.03500000000000003
1511,ProBound,-0.128
1512,MEME,-0.565
1513,Autoseed,-0.03700000000000003
1514,Homer,-0.542
1515,STREME,-0.041000000000000036
1516,DimontHTS,-0.133
1517,ExplaiNN,-0.13
1518,Dimont,-0.34299999999999997
1519,ChIPMunk,-0.04400000000000004
1520,ProBound,-0.15400000000000003
1521,MEME,-0.03400000000000003
1522,Autoseed,-0.04700000000000004
1523,Homer,-0.03700000000000003
1524,STREME,-0.04200000000000004
1525,DimontHTS,-0.14900000000000002
1526,ExplaiNN,-0.371
1527,Dimont,-0.03700000000000003
1528,ChIPMunk,-0.04600000000000004
1529,ProBound,-0.41100000000000003
1530,MEME,-0.04700000000000004
1531,Autoseed,-0.038000000000000034
1532,Homer,-0.04400000000000004
1533,STREME,-0.06999999999999995
1534,DimontHTS,-0.23099999999999998
1535,ExplaiNN,-0.592
1536,Dimont,-0.041000000000000036
1537,ChIPMunk,-0.395
1538,ProBound,-0.5609999999999999
1539,MEME,-0.040000000000000036
1540,Autoseed,-0.18599999999999994
1541,Homer,-0.05600000000000005
1542,STREME,-0.31499999999999995
1543,DimontHTS,-0.44799999999999995
1544,ExplaiNN,-0.133
1545,Dimont,-0.038000000000000034
1546,ChIPMunk,-0.14500000000000002
1547,ProBound,-0.05600000000000005
1548,MEME,-0.382
1549,Autoseed,-0.11199999999999999
1550,Homer,-0.22499999999999998
1551,STREME,-0.17200000000000004
1552,DimontHTS,-0.10799999999999998
1553,ExplaiNN,-0.129
1554,Dimont,-0.42500000000000004
1555,ChIPMunk,-0.04400000000000004
1556,ProBound,-0.05700000000000005
1557,MEME,-0.137
1558,Autoseed,-0.049000000000000044
1559,Homer,-0.17800000000000005
1560,STREME,-0.06399999999999995
1561,DimontHTS,-0.10399999999999998
1562,ExplaiNN,-0.11499999999999999
1563,Dimont,-0.17100000000000004
1564,ChIPMunk,-0.593
1565,ProBound,-0.04300000000000004
1566,MEME,-0.06299999999999994
1567,Autoseed,-0.41800000000000004
1568,Homer,-0.09099999999999997
1569,STREME,-0.648
1570,DimontHTS,-0.06799999999999995
1571,ExplaiNN,-0.41100000000000003
1572,Dimont,-0.051000000000000045
1573,ChIPMunk,-0.17800000000000005
1574,ProBound,-0.387
1575,MEME,-0.628
1576,Autoseed,-0.11699999999999999
1577,Homer,-0.667
1578,STREME,-0.11499999999999999
1579,DimontHTS,-0.43200000000000005
1580,ExplaiNN,-0.22699999999999998
1581,Dimont,-0.10199999999999998
1582,ChIPMunk,-0.17200000000000004
1583,ProBound,-0.19399999999999995
1584,MEME,-0.119
1585,Autoseed,-0.20799999999999996
1586,Homer,-0.122
1587,STREME,-0.19699999999999995
1588,DimontHTS,-0.19399999999999995
1589,ExplaiNN,-0.07099999999999995
1590,Dimont,-0.18200000000000005
1591,ChIPMunk,-0.11099999999999999
1592,ProBound,-0.08399999999999996
1593,MEME,-0.17700000000000005
1594,Autoseed,-0.16900000000000004
1595,Homer,-0.17200000000000004
1596,STREME,-0.15200000000000002
1597,DimontHTS,-0.06099999999999994
1598,ExplaiNN,-0.648
1599,Dimont,-0.14300000000000002
1600,ChIPMunk,-0.08699999999999997
1601,ProBound,-0.687
1602,MEME,-0.14400000000000002
1603,Autoseed,-0.11599999999999999
1604,Homer,-0.124
1605,STREME,-0.10799999999999998
1606,DimontHTS,-0.688
1607,ExplaiNN,-0.15100000000000002
1608,Dimont,-0.08099999999999996
1609,ChIPMunk,-0.28700000000000003
1610,ProBound,-0.10899999999999999
1611,MEME,-0.08699999999999997
1612,Autoseed,-0.30100000000000005
1613,Homer,-0.124
1614,STREME,-0.28300000000000003
1615,DimontHTS,-0.132
1616,ExplaiNN,-0.19199999999999995
1617,Dimont,-0.31099999999999994
1618,ChIPMunk,-0.04300000000000004
1619,ProBound,-0.18000000000000005
1620,MEME,-0.32599999999999996
1621,Autoseed,-0.121
1622,Homer,-0.29300000000000004
1623,STREME,-0.06799999999999995
1624,DimontHTS,-0.18899999999999995
1625,ExplaiNN,-0.131
1626,Dimont,-0.06499999999999995
1627,ChIPMunk,-0.33699999999999997
1628,ProBound,-0.15000000000000002
1629,MEME,-0.03700000000000003
1630,Autoseed,-0.32299999999999995
1631,Homer,-0.124
1632,STREME,-0.06799999999999995
1633,DimontHTS,-0.14
1634,ExplaiNN,-0.132
1635,Dimont,-0.32599999999999996
1636,ChIPMunk,-0.05400000000000005
1637,ProBound,-0.133
1638,MEME,-0.05800000000000005
1639,Autoseed,-0.051000000000000045
1640,Homer,-0.061999999999999944
1641,STREME,-0.10199999999999998
1642,DimontHTS,-0.09699999999999998
1643,ExplaiNN,-0.30700000000000005
1644,Dimont,-0.06299999999999994
1645,ChIPMunk,-0.06399999999999995
1646,ProBound,-0.32799999999999996
1647,MEME,-0.07899999999999996
1648,Autoseed,-0.07399999999999995
1649,Homer,-0.061999999999999944
1650,STREME,-0.391
1651,DimontHTS,-0.32799999999999996
1652,ExplaiNN,-0.09999999999999998
1653,Dimont,-0.06899999999999995
1654,ChIPMunk,-0.051000000000000045
1655,ProBound,-0.16400000000000003
1656,MEME,-0.23199999999999998
1657,Autoseed,-0.052000000000000046
1658,Homer,-0.498
1659,STREME,-0.30700000000000005
1660,DimontHTS,-0.08599999999999997
1661,ExplaiNN,-0.43799999999999994
1662,Dimont,-0.03600000000000003
1663,ChIPMunk,-0.050000000000000044
1664,ProBound,-0.32299999999999995
1665,MEME,-0.29000000000000004
1666,Autoseed,-0.04700000000000004
1667,Homer,-0.31399999999999995
1668,STREME,-0.28900000000000003
1669,DimontHTS,-0.378
1670,ExplaiNN,-0.07099999999999995
1671,Dimont,-0.04400000000000004
1672,ChIPMunk,-0.22999999999999998
1673,ProBound,-0.10199999999999998
1674,MEME,-0.273
1675,Autoseed,-0.21899999999999997
1676,Homer,-0.257
1677,STREME,-0.29000000000000004
1678,DimontHTS,-0.09199999999999997
1679,ExplaiNN,-0.07799999999999996
1680,Dimont,-0.16300000000000003
1681,ChIPMunk,-0.29900000000000004
1682,ProBound,-0.09899999999999998
1683,MEME,-0.16000000000000003
1684,Autoseed,-0.30000000000000004
1685,Homer,-0.399
1686,STREME,-0.07199999999999995
1687,DimontHTS,-0.08299999999999996
