,Artificial Train,GHT-SELEX Test
0,0.8703348159089478,0.9326027707007134
1,0.8773296546211892,0.895772547374028
2,0.8579025894678202,0.9310811024780921
3,0.8712964391974193,0.9490940235790657
4,0.8550208538649747,0.9342966851066743
5,0.858939796637206,0.9198281144503873
6,0.8728336647688675,0.9288197024158167
7,0.8571344361263097,0.935922684865026
8,0.8499818492329873,0.9167515542734508
9,0.8629808872986812,0.9191040798818959
10,0.8555604609148976,0.9234372174472911
11,0.8510129926064046,0.9249511992413699
12,0.8503875027491871,0.9187727768663777
13,0.8299018253235643,0.9177010858948664
14,0.8472552702564431,0.8959578573151253
15,0.8446110277234334,0.9259843562851902
16,0.8446110277234334,0.9259843562851902
17,0.8583247928432831,0.9344123322279272
18,0.8516252130928534,0.9312960699687101
19,0.8435541271138683,0.9212437808604729
20,0.8435541271138683,0.9211768643722502
21,0.8564184055468721,0.9355741262946278
22,0.8555772973429209,0.9223631657195281
23,0.846829876550841,0.9276902391825361
24,0.8353049724626734,0.8836170594571358
25,0.8490662800263836,0.9236761065951682
26,0.8444327415099817,0.900050848684805
27,0.8420712548840973,0.9127795307514577
28,0.8420712548840973,0.9127795307514577
29,0.8364930285608588,0.8807514348942307
30,0.8470973460852314,0.8960859824483935
31,0.846944416093351,0.9264728257895156
32,0.8451392719908021,0.9248192662286783
33,0.8451392719908021,0.9248192662286783
34,0.8450358485688073,0.9290352398143986
35,0.846944416093351,0.9264728257895156
36,0.8064386786019693,0.845564479104271
37,0.8590654143585349,0.9355509304219811
38,0.8532583916440455,0.9332549804357595
39,0.8632499432362479,0.9075228245913475
40,0.8482534137935627,0.9283270258930593
41,0.8503371191918317,0.9297528087937681
42,0.8564594566730142,0.9214084930534056
43,0.836164268803001,0.8819023066821092
44,0.8503371191918317,0.9297528087937681
45,0.8565603877897622,0.9402733079602319
46,0.8528960198341021,0.9254030631898837
47,0.8224341397342392,0.8765790166915763
48,0.8344366458858113,0.925644563045079
49,0.8510139245832553,0.9220628373423436
50,0.8536014008819729,0.9216732845807607
51,0.8489918350462974,0.9138938985339345
52,0.8344366458858113,0.925644563045079
53,0.8446717652495513,0.929099523299158
54,0.8446717652495513,0.929099523299158
55,0.8471691110953866,0.9176167905840084
56,0.8512344124354657,0.9343334247565187
57,0.8276754024794237,0.9143773979056631
58,0.8276754024794237,0.9143773979056631
59,0.8512344124354657,0.9343334247565187
60,0.8430700485368915,0.9186872881401518
61,0.8537017790878348,0.9210001693380658
62,0.8484194229204021,0.9230954259068278
63,0.844843510442737,0.8965199495275076
64,0.8498584352263755,0.9127314611091868
65,0.8535291905019978,0.9275449003323986
66,0.8535291905019978,0.9275449003323986
67,0.8368325522815298,0.9220922756712988
68,0.8504907503832012,0.9377159168542956
69,0.8368325522815298,0.9220922756712988
70,0.8504907503832012,0.9377159168542956
71,0.8546477469869013,0.9251761500074567
72,0.8550623806924637,0.9228419040044684
73,0.8659536196580554,0.8830306712508227
74,0.8412477829658789,0.9100923692367482
75,0.8528219086659125,0.9331072532208122
76,0.8515544560458954,0.9355960429181451
77,0.8507476901729145,0.9416936902649751
78,0.8496934420999299,0.9110397848828993
79,0.8465981036210083,0.9315442207901901
80,0.8393915447901353,0.8771563601797624
81,0.8496934420999299,0.9110397848828993
82,0.8539449863658092,0.9217114576297609
83,0.8527079331844417,0.9355372998638161
84,0.8397810987357657,0.8764439504124064
85,0.8440344080828796,0.9186298878898735
86,0.8397801234523848,0.8697981687352779
87,0.8538712243745378,0.9220770168361008
88,0.853160117896966,0.9247582873839255
89,0.8543465343771692,0.9230727309888734
90,0.8301087978364,0.8807109663484125
91,0.8493944746364314,0.9145386976761354
92,0.8300743651688817,0.881510745050635
93,0.8511937481857341,0.9293621836599947
94,0.8284847666320839,0.8823789386177305
95,0.8306467680776661,0.8817615960968902
96,0.8162152706649746,0.8482619470604524
97,0.8537869445502763,0.9235896406110387
98,0.7963400661583687,0.9092100799433674
99,0.8414681109253784,0.8959124613171331
100,0.8291202222659356,0.8822720966619858
101,0.8498389283690146,0.9211516623855336
102,0.8452686193643125,0.8960677318408184
103,0.8298121050509862,0.8830648642916301
104,0.8451206930745611,0.8957726879806136
105,0.8297704383843195,0.8829598184298527
106,0.8543535769958867,0.9404434354246759
107,0.8446486725436634,0.9201083960820058
108,0.8455731827260614,0.9231853750455998
109,0.835836954922219,0.8814825325655284
110,0.8445732838725052,0.8978510475764853
111,0.8558571676696155,0.9281455675026236
112,0.8446486725436634,0.9201083960820058
113,0.8274909087896446,0.8789612046586879
114,0.8306739759800642,0.883743261202641
115,0.8306531426467307,0.8837396769057121
116,0.8400502916937095,0.9007631811916128
117,0.8306531426467307,0.8837396769057121
118,0.8278645782554114,0.8793654374933686
119,0.8306531426467307,0.8837396769057121
120,0.8454297455179495,0.8983276531164326
121,0.8590808576041628,0.9116537360365199
122,0.8450713693983469,0.897455309054887
123,0.8270025797926852,0.8803682684534783
124,0.8431001264848081,0.897088296692491
125,0.8144676640021232,0.8129940444371433
126,0.8405822189250992,0.9022853972934377
127,0.8520404836339504,0.9131698308498486
128,0.8446366629281125,0.8975168022106902
129,0.8436543849859239,0.9162998607643733
130,0.842736024553326,0.8980129140992319
131,0.8518732436892776,0.9300626797654241
132,0.8465095054522994,0.9046706959828192
133,0.8121260600424424,0.8677922047759795
134,0.8443861366984523,0.8975168022106902
135,0.8433234465099687,0.8975273322984514
136,0.8533070651728831,0.928779538647756
137,0.8521889038177487,0.9216079025175214
138,0.8529472562651153,0.9252509673412238
139,0.8442680355077101,0.9236104481465272
140,0.8253469273016062,0.8799444500060867
141,0.838322521187482,0.897297193071936
142,0.838322521187482,0.897297193071936
143,0.8494255156588629,0.8973114506122379
144,0.844615952168635,0.9215997847036754
145,0.8494255156588629,0.8973114506122379
146,0.8457792334006818,0.9258972300831771
147,0.8439512081850241,0.8982912648433488
148,0.8592652071520948,0.9637102220207208
149,0.8354301068227681,0.9111228224875669
150,0.8418003382079506,0.9087190517186141
151,0.8418003382079506,0.9087190517186141
152,0.8404561005438618,0.9152640209126583
153,0.8324332066152481,0.9156741929617093
154,0.8423533915840796,0.9221835025199987
155,0.8423533915840796,0.9221835025199987
156,0.8438561707510758,0.9000470439089555
157,0.8251159543253895,0.8795700777546938
158,0.8472001814631,0.912653536692007
159,0.8171902320991841,0.8612161802778111
160,0.8472001814631,0.912653536692007
161,0.8121091116418765,0.7757175908355733
162,0.8446228989088093,0.884069324857996
163,0.8647718273362566,0.9462634806872554
164,0.7909696521603465,0.7799196704974296
165,0.7909696521603465,0.7799196704974296
166,0.8040030605623202,0.8253439915245007
167,0.8040030605623202,0.8253439915245007
168,0.8459414908880848,0.9170462775010171
169,0.8535804152132654,0.9238468804319683
170,0.8487220136255303,0.8984380463958199
171,0.8531495876870462,0.9229079740327792
172,0.8241572887842855,0.8770082301459006
173,0.8464439451378037,0.9103096070312036
174,0.8465296785934111,0.910131964703002
175,0.8495899565630074,0.9294001310422864
176,0.8526922951772269,0.9223586585349934
177,0.8478747191116041,0.9156873058671082
178,0.8424210838293767,0.9117450342120977
179,0.8524453270873101,0.9194372312384017
180,0.8539652846761047,0.9325789375984768
181,0.8443090873494192,0.896645243825152
182,0.8494177755852631,0.9229486575583832
183,0.8439220517870673,0.9009294305235266
184,0.8484734579741623,0.9142163401369021
185,0.8460345724827553,0.9188750364193645
186,0.8541798714988477,0.9285224270481044
187,0.8428281058756436,0.8911073332783033
188,0.8396869975314001,0.8877658552182816
189,0.8398246574603411,0.8957417358967439
190,0.8402874178950596,0.8957417358967439
191,0.8437119333192068,0.8978091420443849
192,0.8395332107529505,0.8676802750004732
193,0.8427022873668087,0.8972291691891682
194,0.84308239886266,0.8970328773401757
195,0.8432095846251265,0.8968745046431755
196,0.8274346095191017,0.9028432517198857
197,0.8442514335714438,0.8888806317737665
198,0.8434601666253277,0.8888806317737665
199,0.8433024969376905,0.8961442364442167
200,0.8419768086873191,0.899487198687744
201,0.8284478420851503,0.8907100855260408
202,0.8396538165156494,0.895415397375289
203,0.8432554159584061,0.8958281983776617
204,0.8442319851874535,0.9027475598703809
205,0.838155501912072,0.8674442795388084
206,0.8435982222325205,0.8971001498288751
207,0.8434639109375371,0.8965148200267337
208,0.8434847442708704,0.8964099542549216
209,0.8376444570555637,0.8930287676562039
210,0.8435428223916955,0.8969038579798827
211,0.8435694550146721,0.8969060661434634
212,0.8425017292211473,0.9014491163151653
213,0.8447218342718794,0.9104154389249672
214,0.8298567339435546,0.8804289520994749
215,0.8440253764186295,0.896501380332102
216,0.8298567339435546,0.8804289520994749
217,0.8298567339435546,0.8804289520994749
218,0.8298567339435546,0.8804958685876976
219,0.8298567339435546,0.8804289520994749
220,0.8307823080587786,0.8869753785119912
221,0.8457779058792321,0.9137913145374301
222,0.8458109614327451,0.9130083406209635
223,0.8298567339435546,0.8804289520994749
224,0.8298567339435546,0.8804289520994749
225,0.8298567339435546,0.8804958685876976
226,0.8298567339435546,0.8804289520994749
227,0.8298567339435546,0.8804958685876976
228,0.8508329293567701,0.9207117924848486
229,0.8445830282166903,0.8971080656610253
