,Tool,Delta auROC value
2481,STREME,-0.243
2482,DimontHTS,-0.06599999999999995
2483,ExplaiNN,-0.384
2484,Dimont,-0.14300000000000002
2485,ChIPMunk,-0.07099999999999995
2486,ProBound,-0.30000000000000004
2487,MEME,-0.10599999999999998
2488,Autoseed,-0.08999999999999997
2489,Homer,-0.14400000000000002
2490,STREME,-0.129
2491,DimontHTS,-0.07899999999999996
2492,ExplaiNN,-0.33999999999999997
2493,Dimont,-0.16800000000000004
2494,ChIPMunk,-0.33199999999999996
2495,ProBound,-0.04300000000000004
2496,MEME,-0.10699999999999998
2497,Autoseed,-0.31799999999999995
2498,Homer,-0.14600000000000002
2499,STREME,-0.127
2500,DimontHTS,-0.05600000000000005
2501,ExplaiNN,-0.07499999999999996
2502,Dimont,-0.06399999999999995
2503,ChIPMunk,-0.09199999999999997
2504,ProBound,-0.06399999999999995
2505,MEME,-0.368
2506,Autoseed,-0.09899999999999998
2507,Homer,-0.383
2508,STREME,-0.394
2509,DimontHTS,-0.01100000000000001
2510,ExplaiNN,-0.10199999999999998
2511,Dimont,-0.08899999999999997
2512,ChIPMunk,-0.133
2513,ProBound,-0.28
2514,MEME,-0.132
2515,Autoseed,-0.05700000000000005
2516,Homer,-0.11299999999999999
2517,STREME,-0.128
2518,DimontHTS,-0.32899999999999996
2519,ExplaiNN,-0.349
2520,Dimont,-0.31199999999999994
2521,ChIPMunk,-0.07199999999999995
2522,ProBound,-0.17100000000000004
2523,MEME,-0.137
2524,Autoseed,-0.07399999999999995
2525,Homer,-0.15800000000000003
2526,STREME,-0.11599999999999999
2527,DimontHTS,-0.31599999999999995
2528,ExplaiNN,-0.05300000000000005
2529,Dimont,-0.013000000000000012
2530,ChIPMunk,-0.07299999999999995
2531,ProBound,-0.06899999999999995
2532,MEME,-0.124
2533,Autoseed,-0.07399999999999995
2534,Homer,-0.11499999999999999
2535,STREME,-0.11199999999999999
2536,DimontHTS,-0.476
2537,ExplaiNN,-0.09999999999999998
2538,Dimont,-0.06099999999999994
2539,ChIPMunk,-0.11699999999999999
2540,ProBound,-0.06599999999999995
2541,MEME,-0.22199999999999998
2542,Autoseed,-0.052000000000000046
2543,Homer,-0.19199999999999995
2544,STREME,-0.21199999999999997
2545,DimontHTS,-0.469
2546,ExplaiNN,-0.388
2547,Dimont,-0.31699999999999995
2548,ChIPMunk,-0.15600000000000003
2549,ProBound,-0.07599999999999996
2550,MEME,-0.05800000000000005
2551,Autoseed,-0.006000000000000005
2552,Homer,-0.05400000000000005
2553,STREME,-0.05800000000000005
2554,DimontHTS,-0.45899999999999996
2555,ExplaiNN,-0.06999999999999995
2556,Dimont,-0.11199999999999999
2557,ChIPMunk,-0.05700000000000005
2558,ProBound,-0.039000000000000035
2559,MEME,-0.049000000000000044
2560,Autoseed,-0.18000000000000005
2561,Homer,-0.038000000000000034
2562,STREME,-0.04200000000000004
2563,DimontHTS,-0.15300000000000002
2564,ExplaiNN,-0.21899999999999997
2565,Dimont,-0.06299999999999994
2566,ChIPMunk,-0.008000000000000007
2567,ProBound,-0.008000000000000007
2568,MEME,-0.33699999999999997
2569,Autoseed,-0.245
2570,Homer,-0.09999999999999998
2571,STREME,-0.22999999999999998
2572,DimontHTS,-0.121
2573,ExplaiNN,-0.09599999999999997
2574,Dimont,-0.07099999999999995
2575,ChIPMunk,-0.10599999999999998
2576,ProBound,-0.279
2577,MEME,-0.06999999999999995
2578,Autoseed,-0.06299999999999994
2579,Homer,-0.07199999999999995
2580,STREME,-0.07099999999999995
2581,DimontHTS,-0.16000000000000003
2582,ExplaiNN,-0.10899999999999999
2583,Dimont,-0.08499999999999996
2584,ChIPMunk,-0.236
2585,ProBound,-0.28400000000000003
2586,MEME,-0.05900000000000005
2587,Autoseed,-0.06799999999999995
2588,Homer,-0.08099999999999996
2589,STREME,-0.05900000000000005
2590,DimontHTS,-0.32799999999999996
2591,ExplaiNN,-0.472
2592,Dimont,-0.135
2593,ChIPMunk,-0.15200000000000002
2594,ProBound,-0.33499999999999996
2595,MEME,-0.15800000000000003
2596,Autoseed,-0.41100000000000003
2597,Homer,-0.16600000000000004
2598,STREME,-0.17600000000000005
2599,DimontHTS,-0.052000000000000046
2600,ExplaiNN,-0.544
2601,Dimont,-0.17700000000000005
2602,ChIPMunk,-0.15500000000000003
2603,ProBound,-0.351
2604,MEME,-0.126
2605,Autoseed,-0.09599999999999997
2606,Homer,-0.128
2607,STREME,-0.136
2608,DimontHTS,-0.039000000000000035
2609,ExplaiNN,-0.07199999999999995
2610,Dimont,-0.051000000000000045
2611,ChIPMunk,-0.385
2612,ProBound,-0.44699999999999995
2613,MEME,-0.16000000000000003
2614,Autoseed,-0.11699999999999999
2615,Homer,-0.16500000000000004
2616,STREME,-0.18000000000000005
2617,DimontHTS,-0.391
2618,ExplaiNN,-0.01200000000000001
2619,Dimont,-0.010000000000000009
2620,ChIPMunk,-0.134
2621,ProBound,-0.19499999999999995
2622,MEME,-0.14900000000000002
2623,Autoseed,-0.11399999999999999
2624,Homer,-0.15500000000000003
2625,STREME,-0.17000000000000004
2626,DimontHTS,-0.22299999999999998
2627,ExplaiNN,-0.514
2628,Dimont,-0.119
2629,ChIPMunk,-0.123
2630,ProBound,-0.17000000000000004
2631,MEME,-0.263
2632,Autoseed,-0.22999999999999998
2633,Homer,-0.23399999999999999
2634,STREME,-0.238
2635,DimontHTS,-0.16400000000000003
2636,ExplaiNN,-0.40900000000000003
2637,Dimont,-0.23299999999999998
2638,ChIPMunk,-0.15700000000000003
2639,ProBound,-0.21899999999999997
2640,MEME,-0.243
2641,Autoseed,-0.05800000000000005
2642,Homer,-0.243
2643,STREME,-0.266
2644,DimontHTS,-0.237
2645,ExplaiNN,-0.526
2646,Dimont,-0.356
2647,ChIPMunk,-0.22899999999999998
2648,ProBound,-0.367
2649,MEME,-0.271
2650,Autoseed,-0.041000000000000036
2651,Homer,-0.26
2652,STREME,-0.268
2653,DimontHTS,-0.18000000000000005
2654,ExplaiNN,-0.515
2655,Dimont,-0.354
2656,ChIPMunk,-0.05300000000000005
2657,ProBound,-0.05300000000000005
2658,MEME,-0.05800000000000005
2659,Autoseed,-0.21299999999999997
2660,Homer,-0.05700000000000005
2661,STREME,-0.05500000000000005
2662,DimontHTS,-0.21199999999999997
2663,ExplaiNN,-0.482
2664,Dimont,-0.41500000000000004
2665,ChIPMunk,-0.04400000000000004
2666,ProBound,-0.04200000000000004
2667,MEME,-0.13
2668,Autoseed,-0.16100000000000003
2669,Homer,-0.137
2670,STREME,-0.134
2671,DimontHTS,-0.21099999999999997
2672,ExplaiNN,-0.17500000000000004
2673,Dimont,-0.16700000000000004
2674,ChIPMunk,-0.399
2675,ProBound,-0.33499999999999996
2676,MEME,-0.08499999999999996
2677,Autoseed,-0.05700000000000005
2678,Homer,-0.08199999999999996
2679,STREME,-0.08299999999999996
2680,DimontHTS,-0.22599999999999998
2681,ExplaiNN,-0.16900000000000004
2682,Dimont,-0.15000000000000002
2683,ChIPMunk,-0.07799999999999996
2684,ProBound,-0.09899999999999998
2685,MEME,-0.08699999999999997
2686,Autoseed,-0.20099999999999996
2687,Homer,-0.08399999999999996
2688,STREME,-0.08999999999999997
2689,DimontHTS,-0.33499999999999996
2690,ExplaiNN,-0.17600000000000005
2691,Dimont,-0.20799999999999996
2692,ChIPMunk,-0.03700000000000003
2693,ProBound,-0.05800000000000005
2694,MEME,-0.32099999999999995
2695,Autoseed,-0.16000000000000003
2696,Homer,-0.32599999999999996
2697,STREME,-0.344
2698,DimontHTS,-0.33699999999999997
2699,ExplaiNN,-0.272
2700,Dimont,-0.266
2701,ChIPMunk,-0.16400000000000003
2702,ProBound,-0.21099999999999997
2703,MEME,-0.369
2704,Autoseed,-0.20099999999999996
2705,Homer,-0.31099999999999994
2706,STREME,-0.30800000000000005
2707,DimontHTS,-0.07099999999999995
2708,ExplaiNN,-0.07199999999999995
2709,Dimont,-0.051000000000000045
2710,ChIPMunk,-0.123
2711,ProBound,-0.17700000000000005
2712,MEME,-0.389
2713,Autoseed,-0.19899999999999995
2714,Homer,-0.347
2715,STREME,-0.363
2716,DimontHTS,-0.16900000000000004
2717,ExplaiNN,-0.05500000000000005
2718,Dimont,-0.03700000000000003
2719,ChIPMunk,-0.16000000000000003
2720,ProBound,-0.20699999999999996
2721,MEME,-0.09599999999999997
2722,Autoseed,-0.235
2723,Homer,-0.06699999999999995
2724,STREME,-0.08699999999999997
2725,DimontHTS,-0.08999999999999997
2726,ExplaiNN,-0.31699999999999995
2727,Dimont,-0.06999999999999995
2728,ChIPMunk,-0.15200000000000002
2729,ProBound,-0.20399999999999996
2730,MEME,-0.17100000000000004
2731,Autoseed,-0.279
2732,Homer,-0.137
2733,STREME,-0.15300000000000002
2734,DimontHTS,-0.08399999999999996
2735,ExplaiNN,-0.22899999999999998
2736,Dimont,-0.04700000000000004
2737,ChIPMunk,-0.254
2738,ProBound,-0.254
2739,MEME,-0.14300000000000002
2740,Autoseed,-0.28300000000000003
2741,Homer,-0.18400000000000005
2742,STREME,-0.18000000000000005
2743,DimontHTS,-0.346
2744,ExplaiNN,-0.19099999999999995
2745,Dimont,-0.19899999999999995
2746,ChIPMunk,-0.235
2747,ProBound,-0.348
2748,MEME,-0.06899999999999995
2749,Autoseed,-0.04500000000000004
2750,Homer,-0.04800000000000004
2751,STREME,-0.061999999999999944
2752,DimontHTS,-0.387
2753,ExplaiNN,-0.34199999999999997
2754,Dimont,-0.14800000000000002
2755,ChIPMunk,-0.261
2756,ProBound,-0.33999999999999997
2757,MEME,-0.11299999999999999
2758,Autoseed,-0.118
2759,Homer,-0.08799999999999997
2760,STREME,-0.10299999999999998
2761,DimontHTS,-0.402
2762,ExplaiNN,-0.33699999999999997
2763,Dimont,-0.19299999999999995
2764,ChIPMunk,-0.04500000000000004
2765,ProBound,-0.09999999999999998
2766,MEME,-0.29400000000000004
2767,Autoseed,-0.09099999999999997
2768,Homer,-0.19099999999999995
2769,STREME,-0.31799999999999995
2770,DimontHTS,-0.32699999999999996
2771,ExplaiNN,-0.353
2772,Dimont,-0.19299999999999995
2773,ChIPMunk,-0.121
2774,ProBound,-0.18000000000000005
2775,MEME,-0.28900000000000003
2776,Autoseed,-0.09099999999999997
2777,Homer,-0.18200000000000005
2778,STREME,-0.31799999999999995
2779,DimontHTS,-0.355
2780,ExplaiNN,-0.34099999999999997
2781,Dimont,-0.269
2782,ChIPMunk,-0.08999999999999997
2783,ProBound,-0.09899999999999998
2784,MEME,-0.34099999999999997
2785,Autoseed,-0.29900000000000004
2786,Homer,-0.24
2787,STREME,-0.33099999999999996
2788,DimontHTS,-0.21199999999999997
2789,ExplaiNN,-0.30500000000000005
2790,Dimont,-0.32399999999999995
2791,ChIPMunk,-0.08699999999999997
2792,ProBound,-0.09799999999999998
2793,MEME,-0.04200000000000004
2794,Autoseed,-0.31999999999999995
2795,Homer,-0.08099999999999996
2796,STREME,-0.06299999999999994
2797,DimontHTS,-0.052000000000000046
2798,ExplaiNN,-0.392
2799,Dimont,-0.32999999999999996
2800,ChIPMunk,-0.398
2801,ProBound,-0.34199999999999997
2802,MEME,-0.258
2803,Autoseed,-0.33799999999999997
2804,Homer,-0.247
2805,STREME,-0.244
2806,DimontHTS,-0.09899999999999998
2807,ExplaiNN,-0.393
2808,Dimont,-0.06399999999999995
2809,ChIPMunk,-0.347
2810,ProBound,-0.43699999999999994
2811,MEME,-0.261
2812,Autoseed,-0.06000000000000005
2813,Homer,-0.252
2814,STREME,-0.251
2815,DimontHTS,-0.21899999999999997
2816,ExplaiNN,-0.09499999999999997
2817,Dimont,-0.14900000000000002
2818,ChIPMunk,-0.371
2819,ProBound,-0.44199999999999995
2820,MEME,-0.13
2821,Autoseed,-0.122
2822,Homer,-0.14100000000000001
2823,STREME,-0.15500000000000003
2824,DimontHTS,-0.19599999999999995
2825,ExplaiNN,-0.21499999999999997
2826,Dimont,-0.08499999999999996
2827,ChIPMunk,-0.06000000000000005
2828,ProBound,-0.17000000000000004
2829,MEME,-0.15800000000000003
2830,Autoseed,-0.15100000000000002
2831,Homer,-0.16500000000000004
2832,STREME,-0.16600000000000004
2833,DimontHTS,-0.38
2834,ExplaiNN,-0.10699999999999998
2835,Dimont,-0.08199999999999996
2836,ChIPMunk,-0.126
2837,ProBound,-0.237
2838,MEME,-0.11399999999999999
2839,Autoseed,-0.09599999999999997
2840,Homer,-0.09699999999999998
2841,STREME,-0.08099999999999996
2842,DimontHTS,-0.03500000000000003
2843,ExplaiNN,-0.10599999999999998
2844,Dimont,-0.34099999999999997
2845,ChIPMunk,-0.16100000000000003
2846,ProBound,-0.15000000000000002
2847,MEME,-0.18799999999999994
2848,Autoseed,-0.13
2849,Homer,-0.21599999999999997
2850,STREME,-0.15700000000000003
2851,DimontHTS,-0.19999999999999996
2852,ExplaiNN,-0.28400000000000003
2853,Dimont,-0.44599999999999995
2854,ChIPMunk,-0.07399999999999995
2855,ProBound,-0.32399999999999995
2856,MEME,-0.271
2857,Autoseed,-0.34299999999999997
2858,Homer,-0.34299999999999997
2859,STREME,-0.277
2860,DimontHTS,-0.19799999999999995
2861,ExplaiNN,-0.41900000000000004
2862,Dimont,-0.44099999999999995
2863,ChIPMunk,-0.11099999999999999
2864,ProBound,-0.33199999999999996
2865,MEME,-0.278
2866,Autoseed,-0.345
2867,Homer,-0.361
2868,STREME,-0.28700000000000003
2869,DimontHTS,-0.15100000000000002
2870,ExplaiNN,-0.40700000000000003
2871,Dimont,-0.252
2872,ChIPMunk,-0.33099999999999996
2873,ProBound,-0.15500000000000003
2874,MEME,-0.049000000000000044
2875,Autoseed,-0.41500000000000004
2876,Homer,-0.05400000000000005
2877,STREME,-0.049000000000000044
2878,DimontHTS,-0.18799999999999994
2879,ExplaiNN,-0.09499999999999997
2880,Dimont,-0.32199999999999995
2881,ChIPMunk,-0.33199999999999996
2882,ProBound,-0.133
2883,MEME,-0.17300000000000004
2884,Autoseed,-0.025000000000000022
2885,Homer,-0.18100000000000005
2886,STREME,-0.17700000000000005
2887,DimontHTS,-0.11199999999999999
2888,ExplaiNN,-0.16200000000000003
2889,Dimont,-0.134
2890,ChIPMunk,-0.401
2891,ProBound,-0.46199999999999997
2892,MEME,-0.05700000000000005
2893,Autoseed,-0.18999999999999995
2894,Homer,-0.07999999999999996
2895,STREME,-0.08099999999999996
2896,DimontHTS,-0.20399999999999996
2897,ExplaiNN,-0.22399999999999998
2898,Dimont,-0.10099999999999998
2899,ChIPMunk,-0.03700000000000003
2900,ProBound,-0.06499999999999995
2901,MEME,-0.07299999999999995
2902,Autoseed,-0.18999999999999995
2903,Homer,-0.09899999999999998
2904,STREME,-0.09799999999999998
2905,DimontHTS,-0.276
2906,ExplaiNN,-0.07699999999999996
2907,Dimont,-0.14500000000000002
2908,ChIPMunk,-0.23099999999999998
2909,ProBound,-0.22199999999999998
2910,MEME,-0.19299999999999995
2911,Autoseed,-0.08499999999999996
2912,Homer,-0.14900000000000002
2913,STREME,-0.17600000000000005
2914,DimontHTS,-0.273
2915,ExplaiNN,-0.123
2916,Dimont,-0.18300000000000005
2917,ChIPMunk,-0.23199999999999998
2918,ProBound,-0.21899999999999997
2919,MEME,-0.238
2920,Autoseed,-0.252
2921,Homer,-0.18599999999999994
2922,STREME,-0.22299999999999998
2923,DimontHTS,-0.22799999999999998
2924,ExplaiNN,-0.243
2925,Dimont,-0.16300000000000003
2926,ChIPMunk,-0.131
2927,ProBound,-0.11599999999999999
2928,MEME,-0.138
2929,Autoseed,-0.276
2930,Homer,-0.18400000000000005
2931,STREME,-0.14800000000000002
2932,DimontHTS,-0.32899999999999996
2933,ExplaiNN,-0.23199999999999998
2934,Dimont,-0.399
2935,ChIPMunk,-0.15700000000000003
2936,ProBound,-0.14500000000000002
2937,MEME,-0.11699999999999999
2938,Autoseed,-0.275
2939,Homer,-0.16200000000000003
2940,STREME,-0.128
2941,DimontHTS,-0.15300000000000002
2942,ExplaiNN,-0.46199999999999997
2943,Dimont,-0.03500000000000003
2944,ChIPMunk,-0.15000000000000002
2945,ProBound,-0.15300000000000002
2946,MEME,-0.06899999999999995
2947,Autoseed,-0.05600000000000005
2948,Homer,-0.124
2949,STREME,-0.07399999999999995
2950,DimontHTS,-0.16400000000000003
2951,ExplaiNN,-0.14100000000000001
2952,Dimont,-0.22199999999999998
2953,ChIPMunk,-0.31699999999999995
2954,ProBound,-0.31000000000000005
2955,MEME,-0.20599999999999996
2956,Autoseed,-0.17100000000000004
2957,Homer,-0.15200000000000002
2958,STREME,-0.18500000000000005
2959,DimontHTS,-0.22799999999999998
2960,ExplaiNN,-0.235
2961,Dimont,-0.21799999999999997
2962,ChIPMunk,-0.272
2963,ProBound,-0.34099999999999997
2964,MEME,-0.22899999999999998
2965,Autoseed,-0.05600000000000005
2966,Homer,-0.17400000000000004
2967,STREME,-0.20999999999999996
2968,DimontHTS,-0.253
2969,ExplaiNN,-0.23299999999999998
2970,Dimont,-0.11499999999999999
2971,ChIPMunk,-0.28
2972,ProBound,-0.33799999999999997
2973,MEME,-0.128
2974,Autoseed,-0.07099999999999995
2975,Homer,-0.136
2976,STREME,-0.13
2977,DimontHTS,-0.21799999999999997
2978,ExplaiNN,-0.20999999999999996
2979,Dimont,-0.20399999999999996
2980,ChIPMunk,-0.049000000000000044
2981,ProBound,-0.16000000000000003
2982,MEME,-0.13
2983,Autoseed,-0.18200000000000005
2984,Homer,-0.133
2985,STREME,-0.131
2986,DimontHTS,-0.20399999999999996
2987,ExplaiNN,-0.32199999999999995
2988,Dimont,-0.262
2989,ChIPMunk,-0.17100000000000004
2990,ProBound,-0.274
2991,MEME,-0.19299999999999995
2992,Autoseed,-0.21499999999999997
2993,Homer,-0.19299999999999995
2994,STREME,-0.20099999999999996
2995,DimontHTS,-0.355
2996,ExplaiNN,-0.30800000000000005
2997,Dimont,-0.265
2998,ChIPMunk,-0.06000000000000005
2999,ProBound,-0.08399999999999996
3000,MEME,-0.18899999999999995
3001,Autoseed,-0.123
3002,Homer,-0.18699999999999994
3003,STREME,-0.20599999999999996
3004,DimontHTS,-0.17500000000000004
3005,ExplaiNN,-0.30400000000000005
3006,Dimont,-0.05600000000000005
3007,ChIPMunk,-0.07499999999999996
3008,ProBound,-0.10299999999999998
3009,MEME,-0.20699999999999996
3010,Autoseed,-0.08299999999999996
3011,Homer,-0.20099999999999996
3012,STREME,-0.22399999999999998
3013,DimontHTS,-0.18999999999999995
3014,ExplaiNN,-0.28
3015,Dimont,-0.17800000000000005
3016,ChIPMunk,-0.18599999999999994
3017,ProBound,-0.236
3018,MEME,-0.18300000000000005
3019,Autoseed,-0.06999999999999995
3020,Homer,-0.18400000000000005
3021,STREME,-0.19399999999999995
3022,DimontHTS,-0.18500000000000005
3023,ExplaiNN,-0.365
3024,Dimont,-0.05900000000000005
3025,ChIPMunk,-0.21899999999999997
3026,ProBound,-0.263
3027,MEME,-0.15800000000000003
3028,Autoseed,-0.19199999999999995
3029,Homer,-0.15500000000000003
3030,STREME,-0.16400000000000003
3031,DimontHTS,-0.18300000000000005
3032,ExplaiNN,-0.20399999999999996
3033,Dimont,-0.07599999999999996
3034,ChIPMunk,-0.15200000000000002
3035,ProBound,-0.22499999999999998
3036,MEME,-0.20999999999999996
3037,Autoseed,-0.19399999999999995
3038,Homer,-0.20399999999999996
3039,STREME,-0.21299999999999997
3040,DimontHTS,-0.21199999999999997
3041,ExplaiNN,-0.22899999999999998
3042,Dimont,-0.22599999999999998
3043,ChIPMunk,-0.13
3044,ProBound,-0.20199999999999996
3045,MEME,-0.17300000000000004
3046,Autoseed,-0.123
3047,Homer,-0.21599999999999997
3048,STREME,-0.18699999999999994
3049,DimontHTS,-0.20199999999999996
3050,ExplaiNN,-0.21799999999999997
3051,Dimont,-0.252
3052,ChIPMunk,-0.15500000000000003
3053,ProBound,-0.19499999999999995
3054,Autoseed,-0.121
3055,DimontHTS,-0.20899999999999996
3056,ExplaiNN,-0.247
3057,Dimont,-0.18300000000000005
3058,ChIPMunk,-0.16400000000000003
3059,ProBound,-0.21099999999999997
3060,Autoseed,-0.20899999999999996
3061,DimontHTS,-0.20299999999999996
3062,ExplaiNN,-0.21299999999999997
3063,Dimont,-0.17100000000000004
3064,ChIPMunk,-0.126
3065,ProBound,-0.15200000000000002
3066,Autoseed,-0.21599999999999997
3067,DimontHTS,-0.19399999999999995
3068,ExplaiNN,-0.20099999999999996
3069,Dimont,-0.08999999999999997
3070,ChIPMunk,-0.127
3071,ProBound,-0.14900000000000002
3072,Autoseed,-0.22599999999999998
3073,DimontHTS,-0.277
3074,ExplaiNN,-0.43899999999999995
3075,Dimont,-0.22899999999999998
3076,ChIPMunk,-0.18799999999999994
3077,ProBound,-0.21099999999999997
3078,Autoseed,-0.19999999999999996
3079,DimontHTS,-0.248
3080,ExplaiNN,-0.20299999999999996
3081,Dimont,-0.245
3082,ChIPMunk,-0.18100000000000005
3083,ProBound,-0.20799999999999996
3084,Autoseed,-0.18100000000000005
3085,ExplaiNN,-0.20399999999999996
3086,Dimont,-0.13
3087,ChIPMunk,-0.19499999999999995
3088,ProBound,-0.21499999999999997
3089,Autoseed,-0.20799999999999996
3090,ExplaiNN,-0.15600000000000003
3091,Dimont,-0.13
3092,ChIPMunk,-0.18200000000000005
3093,ProBound,-0.20899999999999996
3094,Autoseed,-0.22999999999999998
3095,ExplaiNN,-0.15000000000000002
3096,Dimont,-0.16700000000000004
3097,ChIPMunk,-0.14500000000000002
3098,ProBound,-0.21699999999999997
3099,ExplaiNN,-0.236
3100,Dimont,-0.17400000000000004
3101,ChIPMunk,-0.18500000000000005
3102,ProBound,-0.17900000000000005
3103,ExplaiNN,-0.22599999999999998
3104,Dimont,-0.18500000000000005
3105,ChIPMunk,-0.15900000000000003
3106,ProBound,-0.20599999999999996
3107,ExplaiNN,-0.22999999999999998
3108,Dimont,-0.15900000000000003
3109,ExplaiNN,-0.23199999999999998
3110,Dimont,-0.136
3111,ExplaiNN,-0.20199999999999996
3112,Dimont,-0.16100000000000003
3113,ExplaiNN,-0.264
3114,Dimont,-0.134
3115,ExplaiNN,-0.27
