,ChIP-Seq Train,GHT-SELEX Test
0,0.8876558116524333,0.8776113027720187
1,0.8885152904415027,0.8773814023787632
2,0.8828873128731909,0.8743068746610638
3,0.8831527825033834,0.8779585074264742
4,0.873593331618947,0.8696023577223027
5,0.860020348771911,0.8658247069499707
6,0.8705644182819613,0.8280596980038595
7,0.8395658916085637,0.7836961128459206
8,0.8374833973149564,0.7831107116143086
9,0.83180758778281,0.7762742255234681
10,0.8206270789947283,0.7317809204775408
11,0.8695249253797472,0.8614531896110884
12,0.8013780939753823,0.7005721400168773
13,0.800304460615379,0.7036238790967783
14,0.8256301627527375,0.7670961857003803
15,0.8291303348153293,0.769706737471226
16,0.8209900767248128,0.8387936774418822
17,0.8159930547366655,0.8025264271278614
18,0.8050913998743551,0.799298154115727
19,0.7877513598317285,0.7954703971595716
20,0.7705657748089785,0.7633520917756523
21,0.8139794193174457,0.8217981303879698
22,0.8372537995881153,0.8863129141073135
23,0.7935876216287807,0.7663023233919503
24,0.7800430586023335,0.8053963870306986
25,0.7621946669957286,0.7539974011181374
26,0.7980349468985124,0.7949299222609397
27,0.7952537975723046,0.7495548139728594
28,0.740588940948236,0.739993707353968
29,0.7145482495702934,0.6566023320532455
30,0.7181777347751693,0.7060270224541367
31,0.7363693558917576,0.7796155565908132
32,0.7263175602158731,0.7214336003019624
33,0.7262432814493505,0.8641820608416433
34,0.7448367443540778,0.6808411750706426
35,0.7777749199061259,0.8597516194602796
36,0.6508311438881178,0.6414915802692639
37,0.6691188015220737,0.6361633882823869
38,0.6808569186393343,0.627565507861827
39,0.622060583333609,0.5683466118600744
40,0.5583031764660485,0.5262430245280194
41,0.4995117173659052,0.44767953891730683
42,0.4833351246028629,0.46354124358943105
43,0.3534526424042075,0.25149467995137187
44,0.46182701618759225,0.37154228802703115
45,0.35153005239164925,0.2483338336120953
46,0.43984934441549195,0.36231714011903615
47,0.44325778071543087,0.33992440560847637
48,0.3615582941516177,0.26307129075097097
49,0.4446361059131202,0.3316137242327908
50,0.42774248389030733,0.3203358639232069
51,0.43491267514892745,0.3721950125130972
52,0.4489381285201992,0.32627755467073943
53,0.332218872556084,0.24575734379459213
54,0.4520539650607898,0.36003766998894604
55,0.4155589342238235,0.3181418136797272
56,0.39263303094220625,0.3195935663625195
57,0.3936980668920974,0.36132790855163466
58,0.4326276552813706,0.366891235610865
59,0.438419542158647,0.36527053566551215
60,0.3853151740503489,0.3162271524571413
61,0.41210267366077047,0.33529729349185533
62,0.42771685517157254,0.3379980172906881
63,0.4250585163186513,0.3530132749800625
64,0.43365292471270017,0.3761102502619287
65,0.39930993725127106,0.3225867030277053
66,0.40988815366743925,0.3664001361883602
67,0.42077354138662826,0.34494032653478446
68,0.3872528138965006,0.32880013885998266
69,0.37155609610254486,0.32377561696699075
70,0.345222334608909,0.318010193556304
71,0.4180010780181365,0.3262375094390188
72,0.43217359744727607,0.34892080979038587
73,0.3783340310262962,0.3341085408975184
74,0.35802368892831427,0.31679996204067984
75,0.3968654573703538,0.34464343864017377
76,0.4298693708446283,0.33875473659163136
77,0.3968654573703538,0.34464343864017377
78,0.44107311273980765,0.37105262928849103
79,0.42477366543560596,0.38189024490422563
80,0.40517045970347554,0.31646664639470723
81,0.3757335583630651,0.3188852344224021
82,0.35682056940417933,0.3058986529376161
83,0.36889967462870393,0.3396739175938883
84,0.37020529306451544,0.2700819795960886
85,0.3702213970613062,0.3193045888196749
86,0.36438311818368085,0.2650377207591782
87,0.3897527390620511,0.32354098897478
88,0.36618969966850234,0.3074161935859041
89,0.41476168164452654,0.38323366051146845
90,0.36413901663293136,0.31472003367366996
91,0.3948956920406771,0.3283859500578343
92,0.3824934830343863,0.34530108147070804
93,0.3842586603409355,0.32206190021665076
94,0.4222886658869809,0.3151170998844445
95,0.40278278593578754,0.32031848472264723
96,0.3865523470196082,0.3090334078263395
97,0.3861952356313259,0.3307076580343997
98,0.36339859238352246,0.34315501782220725
99,0.4105563972468615,0.33039526119130297
100,0.35475164746485505,0.311165459547369
101,0.37626297181408674,0.36089122755441716
102,0.39451239867706794,0.2563556895401558
103,0.3991171535394055,0.36988483072704864
104,0.3890686056493799,0.3094924980438425
105,0.43602156879861714,0.393618707577831
106,0.40563997949906605,0.33596129271935127
107,0.38458347429010353,0.3316189416927523
108,0.40251006690820856,0.317275855069479
109,0.37035453624837517,0.32140626381863685
110,0.3935428190548578,0.3107262486280208
111,0.40189131158110636,0.36168639641149225
112,0.3592399566205109,0.31769607392213994
113,0.33141495142966126,0.32462975922417614
114,0.38037654941444193,0.3324034259897065
115,0.40684315555812156,0.3372650489913107
116,0.3548133604975739,0.29641800299822757
117,0.36834813288398205,0.3135380237317132
118,0.3765960883955245,0.3406993306133306
119,0.3760582945859289,0.32538877869607696
120,0.42385144343704806,0.3738974613788929
121,0.32507118391819123,0.30336655056305134
122,0.3597089476258124,0.3085152842843435
123,0.37605537657334276,0.33726222291304264
124,0.3403960821673314,0.2904487270551129
125,0.3920972731490482,0.35390171962258254
126,0.3403911500775369,0.31104517198683374
127,0.3576978517191874,0.3271489684549078
128,0.31665546107271614,0.3015199330958066
129,0.3558815468908526,0.297995601992766
130,0.34621288242652526,0.297679796922766
131,0.3486420191054423,0.32522074053017686
132,0.35048915150780113,0.31960533362355437
133,0.34647481516469947,0.30277269439904064
134,0.3083446982079311,0.29140784278213755
135,0.35106404911841527,0.2912939934770532
136,0.3529621745771008,0.28746967315887395
137,0.3468985450398564,0.32413960528928293
138,0.31291430820030425,0.2901704420516845
139,0.3575608917300549,0.3291793278372628
140,0.33864449642074923,0.2883481435611764
141,0.35539174215104685,0.30405725945457396
142,0.34093538018033526,0.31607838513406944
143,0.36291263303127175,0.36430905155086757
144,0.3320958780950756,0.30967773718906
145,0.3594098564266284,0.32749757902570936
146,0.3416662101943473,0.29838461308910086
147,0.29059157013179227,0.3030416617776159
148,0.32130586048607024,0.3039786702218691
149,0.32899748999592304,0.3130938807608665
150,0.28787908945991636,0.33191882053898586
151,0.31333422775216435,0.2735325782644561
152,0.24759008022184692,0.1810127084429327
153,0.28132519871623696,0.33991652748867596
154,0.24623442692803874,0.24433623864646634
155,0.6366798242499399,0.45340220030450823
156,0.6315067343913962,0.4483194708732037
157,0.6034022764749165,0.4132478193501989
158,0.7006192930791977,0.39933628678985994
159,0.7561086589783381,0.37301894010857306
160,0.7221656398340743,0.37709441422812673
161,0.7448455520520878,0.39011141906898483
162,0.7034518363072464,0.387245817908582
163,0.6724708768771023,0.33806282904211726
164,0.7151928437875978,0.3654000281843581
165,0.7011719699905996,0.42374528416675156
166,0.7121755871739563,0.3912072231749939
167,0.7676693126618571,0.3959213687105154
168,0.7121560235580676,0.3915994582410177
169,0.6138429931413785,0.3997843472575198
170,0.6987167119794526,0.39734315720436864
171,0.6210680733839702,0.3858362940172648
172,0.5970004563698323,0.39543156965058057
173,0.577415272417691,0.3069350757405704
174,0.6216438060485011,0.43850175845287
175,0.6664091588183725,0.3675124520296262
176,0.5747092055875982,0.3835119417872802
177,0.7189416126508152,0.3827036759009401
178,0.6497878782332815,0.3872330970598943
179,0.620136092389908,0.38328223521274996
180,0.6537657337643397,0.37189891505301115
181,0.5903028616876231,0.3713446575797219
182,0.613885742851406,0.3597015153185116
183,0.5931912180867738,0.38767494655677703
184,0.5968798090903238,0.39846597658435146
185,0.48824357015942366,0.29315861899749884
186,0.698123481591254,0.370746055727807
187,0.5936376567831658,0.40790531460777923
188,0.5174938510789444,0.38279927352619336
189,0.588505228960537,0.3952109746569452
190,0.5521036546478151,0.30712646422644513
191,0.576799050691376,0.36060913035237047
192,0.6426391517773442,0.36279690842987256
193,0.6285026771773417,0.36670322330376215
194,0.5859320398442418,0.3831682920202072
195,0.5796146680442681,0.39330552459799095
196,0.5603907145027955,0.38770490019369297
197,0.5817132443708941,0.36299017717823584
198,0.5815479080381207,0.4416646868819054
199,0.6200911898913478,0.36702193350787793
200,0.6177097190076015,0.36267671886669595
201,0.49325728424363385,0.45727431267730156
202,0.5092833420841405,0.3446263646825768
203,0.5429229387006065,0.32554540060824744
204,0.6356636647653999,0.3408847315853638
205,0.5191151142658457,0.3631156313018717
206,0.5367079950157213,0.3725118867060764
207,0.5581682416170322,0.36229119232850815
208,0.5819876707250293,0.3452216264529554
209,0.3932669324758427,0.3843232353958451
210,0.5272667190583012,0.3567954628964576
211,0.5157422247580591,0.36432830037188724
212,0.4739958412692012,0.3492055416797567
213,0.4649578817155976,0.3550806591469808
214,0.508739769848308,0.35377268880658924
215,0.5029537664992743,0.3485373638394429
216,0.44120178796801796,0.3244220343533688
217,0.482420916088149,0.33959921181950536
218,0.44863695206340126,0.3176875721225984
219,0.47815126366386396,0.35303192502915104
220,0.468913758934219,0.3333133542652106
221,0.41048164897718875,0.3404293920348038
222,0.4440753950997011,0.3437853357031672
223,0.41559009491590115,0.3456565106913852
224,0.4619764640322457,0.3549592869706142
225,0.46049953390288145,0.34316124699667583
226,0.4558793697927782,0.33361289593285415
