,Test data type,Delta IC per position
60,GHT-SELEX GFPIVT,0.17049878942042462
61,GHT-SELEX GFPIVT,0.3824981074073435
62,GHT-SELEX GFPIVT,0.5525991292409563
63,GHT-SELEX GFPIVT,0.9943700118325651
64,GHT-SELEX GFPIVT,0.604108321910898
65,GHT-SELEX GFPIVT,1.0059008514507282
66,GHT-SELEX GFPIVT,0.48135522598538805
67,GHT-SELEX GFPIVT,1.0258515549089797
68,GHT-SELEX GFPIVT,0.5290759717872205
69,GHT-SELEX GFPIVT,0.8737811641197502
70,GHT-SELEX GFPIVT,0.8375654059698828
71,GHT-SELEX GFPIVT,1.5924814130217448
72,GHT-SELEX GFPIVT,0.6058813127274489
73,GHT-SELEX GFPIVT,1.2581961115114562
74,GHT-SELEX GFPIVT,1.0236939890395518
75,GHT-SELEX GFPIVT,1.4375817787575662
76,GHT-SELEX GFPIVT,1.242537096732418
77,GHT-SELEX GFPIVT,0.6848567637532529
78,GHT-SELEX GFPIVT,0.9286414264912592
79,GHT-SELEX GFPIVT,0.9341629754142183
80,GHT-SELEX GFPIVT,0.7354730876867668
81,GHT-SELEX GFPIVT,0.9839331476150712
82,GHT-SELEX GFPIVT,0.7244162307030186
83,GHT-SELEX GFPIVT,1.238095384294816
84,GHT-SELEX GFPIVT,0.742940255048782
85,GHT-SELEX GFPIVT,0.962105283045736
86,GHT-SELEX GFPIVT,1.2419826479007292
87,GHT-SELEX GFPIVT,1.2115847101121275
88,GHT-SELEX GFPIVT,0.5929913424458993
89,GHT-SELEX GFPIVT,0.6933698883455877
90,GHT-SELEX GFPIVT,0.594798351107701
91,GHT-SELEX GFPIVT,0.7416744109330813
92,GHT-SELEX GFPIVT,0.9805814537780884
93,GHT-SELEX GFPIVT,1.1743435546486467
94,GHT-SELEX GFPIVT,0.7570113044795916
95,GHT-SELEX GFPIVT,0.7321073571470589
96,GHT-SELEX GFPIVT,0.6586281821044008
97,GHT-SELEX GFPIVT,1.017982519684964
98,GHT-SELEX GFPIVT,0.1816324281627971
99,GHT-SELEX GFPIVT,0.665920344132821
100,GHT-SELEX GFPIVT,0.7496526634074037
101,GHT-SELEX GFPIVT,1.8927051218330184
102,GHT-SELEX GFPIVT,0.9132348662257136
103,GHT-SELEX GFPIVT,1.091874850509029
104,GHT-SELEX GFPIVT,0.682712729971099
105,GHT-SELEX GFPIVT,0.7609415138614655
106,GHT-SELEX GFPIVT,0.6333966091827283
107,GHT-SELEX GFPIVT,0.7816650459310297
108,GHT-SELEX GFPIVT,0.6499868309404857
109,GHT-SELEX GFPIVT,0.9637144638668094
110,GHT-SELEX GFPIVT,0.8602905750599268
111,GHT-SELEX GFPIVT,0.7397182344992436
112,GHT-SELEX GFPIVT,1.1016836706643556
113,GHT-SELEX GFPIVT,1.258035445601447
114,GHT-SELEX GFPIVT,0.511258378249416
115,GHT-SELEX GFPIVT,1.4358625335563886
116,GHT-SELEX GFPIVT,0.7555944614930926
117,GHT-SELEX GFPIVT,0.208513503414078
118,GHT-SELEX GFPIVT,1.4919971181861909
119,GHT-SELEX GFPIVT,1.060607137408045
120,GHT-SELEX GFPIVT,1.5979425478396048
121,GHT-SELEX GFPIVT,1.360079960747679
122,GHT-SELEX GFPIVT,1.1996832850822567
123,GHT-SELEX Lysate,0.6523432690735608
124,GHT-SELEX Lysate,0.6727402021756659
125,GHT-SELEX Lysate,1.0955445278460076
126,GHT-SELEX Lysate,1.0725365403091318
127,GHT-SELEX Lysate,0.5423697212293297
128,GHT-SELEX Lysate,1.1122660579724812
129,GHT-SELEX Lysate,0.7964663264724059
130,GHT-SELEX Lysate,0.6563645686305648
131,GHT-SELEX Lysate,0.4721256154791881
132,GHT-SELEX Lysate,0.42145866998672105
133,GHT-SELEX Lysate,1.1132720917610017
134,GHT-SELEX Lysate,0.8765416127475497
135,GHT-SELEX Lysate,1.0564108092415703
136,GHT-SELEX Lysate,0.867669736753407
137,GHT-SELEX Lysate,0.8548235815803576
138,GHT-SELEX Lysate,1.2286157862893
139,GHT-SELEX Lysate,1.3432225520002719
140,GHT-SELEX Lysate,0.61764011325045
141,GHT-SELEX Lysate,0.9329844971769135
142,GHT-SELEX Lysate,0.6670059673734616
143,GHT-SELEX Lysate,0.6409269296396676
144,GHT-SELEX Lysate,0.7670819298918737
145,GHT-SELEX Lysate,0.833520988846841
146,GHT-SELEX Lysate,0.164587913663013
147,GHT-SELEX Lysate,1.2848958850692356
148,GHT-SELEX Lysate,0.5334600204272492
149,GHT-SELEX Lysate,0.9511838886815925
150,GHT-SELEX Lysate,1.1912341357492566
151,GHT-SELEX Lysate,1.0991680649049738
152,GHT-SELEX Lysate,0.2487966612436322
153,GHT-SELEX Lysate,0.5008491598808376
154,GHT-SELEX Lysate,1.6353517017778465
155,GHT-SELEX Lysate,0.8773804672278539
156,GHT-SELEX Lysate,1.6309777356473907
157,GHT-SELEX Lysate,0.29666765776654236
158,GHT-SELEX Lysate,1.0071753020826653
159,GHT-SELEX Lysate,1.2729776233167556
160,GHT-SELEX Lysate,1.2117478640075616
161,GHT-SELEX Lysate,0.9447752864023328
162,GHT-SELEX Lysate,0.4318826289084434
163,GHT-SELEX Lysate,0.850608669642232
164,GHT-SELEX Lysate,1.2222733300578985
165,GHT-SELEX Lysate,0.6677152710129105
166,GHT-SELEX Lysate,0.9526895587491144
167,GHT-SELEX Lysate,0.3298973680075019
168,GHT-SELEX Lysate,0.8919419938503924
169,GHT-SELEX Lysate,0.26772834198880213
170,GHT-SELEX Lysate,0.7705213253466766
171,GHT-SELEX Lysate,1.050968339406722
172,GHT-SELEX Lysate,1.019274109929017
173,GHT-SELEX Lysate,0.6634093918485897
174,GHT-SELEX Lysate,0.8402139053236982
175,GHT-SELEX Lysate,1.8468614303078388
176,GHT-SELEX Lysate,0.8844650357693699
177,GHT-SELEX Lysate,0.2976573586866968
178,GHT-SELEX Lysate,0.5747661915086644
179,GHT-SELEX Lysate,0.2879226936461885
180,GHT-SELEX Lysate,0.7358788589138627
181,GHT-SELEX Lysate,0.2166891320406773
182,GHT-SELEX Lysate,0.61633317356545
183,GHT-SELEX Lysate,1.5147575172855159
184,GHT-SELEX Lysate,1.3445897344410547
185,GHT-SELEX Lysate,0.559726883406676
186,GHT-SELEX Lysate,1.2675888912063416
187,GHT-SELEX Lysate,0.8224437536415264
188,GHT-SELEX Lysate,0.7461777814849917
189,GHT-SELEX Lysate,0.8951686242741689
190,GHT-SELEX Lysate,0.4479597499105611
191,GHT-SELEX Lysate,1.3316282933877082
192,GHT-SELEX Lysate,0.39346489524252326
193,GHT-SELEX Lysate,1.3923833432913812
194,GHT-SELEX Lysate,0.6850517548557475
195,GHT-SELEX Lysate,0.8085355741681567
196,GHT-SELEX Lysate,1.0919202245788373
197,GHT-SELEX Lysate,0.8648431127078914
198,GHT-SELEX Lysate,0.611987067596645
199,GHT-SELEX Lysate,0.9759511327541903
200,GHT-SELEX Lysate,0.9789778356893222
201,GHT-SELEX Lysate,0.7534250148413691
202,GHT-SELEX Lysate,0.7280466685926616
203,GHT-SELEX Lysate,0.4674001025858304
204,GHT-SELEX Lysate,1.3445196827253338
205,GHT-SELEX Lysate,1.2445240664211803
206,GHT-SELEX Lysate,1.133758163700565
207,GHT-SELEX Lysate,1.2180772365526151
208,GHT-SELEX Lysate,0.2496379620104986
209,GHT-SELEX Lysate,0.823124374900727
210,GHT-SELEX Lysate,0.633584801809461
211,GHT-SELEX Lysate,0.7800350332720397
212,GHT-SELEX Lysate,1.4108325694583375
213,GHT-SELEX Lysate,0.48609481867999194
214,GHT-SELEX Lysate,1.4580328227985553
215,GHT-SELEX Lysate,1.7896572006338407
216,GHT-SELEX Lysate,1.6387937312874028
217,ChIP-Seq,0.6522884211900112
218,ChIP-Seq,1.520399952986417
219,ChIP-Seq,0.7439343407917403
220,ChIP-Seq,0.8060739483720292
221,ChIP-Seq,0.10498012490858466
222,ChIP-Seq,1.1226661668764202
223,ChIP-Seq,0.39536967914640947
224,ChIP-Seq,0.8729348476855184
225,ChIP-Seq,1.33321606137908
226,ChIP-Seq,1.09167188589626
227,ChIP-Seq,1.3693705122464923
228,ChIP-Seq,0.8617449300616324
229,ChIP-Seq,0.8924602161392915
230,ChIP-Seq,1.1132720917610017
231,ChIP-Seq,0.8601396622951021
232,ChIP-Seq,0.7442124676309092
233,ChIP-Seq,0.8750159103627505
234,ChIP-Seq,0.2940472447864292
235,ChIP-Seq,0.4893659528028096
236,ChIP-Seq,1.1428242871331722
237,ChIP-Seq,0.9493388903952376
238,ChIP-Seq,1.359162959496304
239,ChIP-Seq,0.36868176331576885
240,ChIP-Seq,1.1227593146337755
241,ChIP-Seq,0.9205793683264031
242,ChIP-Seq,0.79958649603614
243,ChIP-Seq,1.3996657029341895
244,ChIP-Seq,0.8274005170305314
245,ChIP-Seq,0.5043983690296632
246,ChIP-Seq,1.1264128056958427
247,ChIP-Seq,1.192276911110566
248,ChIP-Seq,0.5322939435929751
249,ChIP-Seq,0.5821185857856374
250,ChIP-Seq,0.8966342132593798
251,ChIP-Seq,0.8746104588228181
252,ChIP-Seq,1.034683439919901
253,ChIP-Seq,0.6974108094222895
254,ChIP-Seq,1.1701257091547086
255,ChIP-Seq,0.8733326127405554
256,ChIP-Seq,0.5920146757841146
257,ChIP-Seq,1.2822884274011144
258,ChIP-Seq,0.877577264057289
259,ChIP-Seq,0.8033075068388481
260,ChIP-Seq,0.47579091018286745
261,ChIP-Seq,0.5898320124547709
262,ChIP-Seq,1.1869204353672391
263,ChIP-Seq,0.6747368934659055
264,ChIP-Seq,0.6672399004519837
265,ChIP-Seq,1.3040114447659343
266,ChIP-Seq,0.5963299718658943
267,ChIP-Seq,0.7748855072244833
268,ChIP-Seq,0.6222877797587909
269,ChIP-Seq,0.8877525689106752
270,ChIP-Seq,0.672403894923726
271,ChIP-Seq,1.647449178493753
272,ChIP-Seq,0.2604205546470143
273,ChIP-Seq,0.7913895203181036
274,ChIP-Seq,1.1746128098594801
275,ChIP-Seq,0.5376694865338147
276,ChIP-Seq,1.1777812195264155
277,ChIP-Seq,0.8914708895987244
278,ChIP-Seq,0.7903311816815765
279,ChIP-Seq,0.7579222106166812
280,ChIP-Seq,0.7328938040243396
281,ChIP-Seq,1.2879865652445988
282,ChIP-Seq,0.8173251610044798
283,ChIP-Seq,1.3180701174802434
284,ChIP-Seq,1.3822599068359727
285,ChIP-Seq,0.7704650867097897
286,ChIP-Seq,1.434194443788421
287,ChIP-Seq,0.8196064248290447
288,ChIP-Seq,1.2655956695729387
289,ChIP-Seq,0.7863084371492294
290,ChIP-Seq,0.382678182659596
291,ChIP-Seq,0.7493570100898653
292,ChIP-Seq,0.8995417989434326
293,ChIP-Seq,0.5961485466327623
294,ChIP-Seq,0.9914822444166813
295,ChIP-Seq,0.5487022713603518
296,ChIP-Seq,0.9189840659842468
297,ChIP-Seq,1.5147575172855159
298,ChIP-Seq,1.1963980982741351
299,ChIP-Seq,0.6720953659914808
300,ChIP-Seq,0.7772551776280037
301,ChIP-Seq,0.8286647180288416
302,ChIP-Seq,0.4635701389279593
303,ChIP-Seq,1.172404115561863
304,ChIP-Seq,0.9171204444434312
305,ChIP-Seq,0.4292600454775864
306,ChIP-Seq,1.3299837918529207
307,ChIP-Seq,1.2902307120408212
308,ChIP-Seq,0.28903711955127565
309,ChIP-Seq,1.1631560001170071
310,ChIP-Seq,1.0757129248209933
311,ChIP-Seq,0.9323121728711861
312,ChIP-Seq,0.744456028856799
313,ChIP-Seq,0.4863037963269059
314,ChIP-Seq,0.9928047844978163
315,ChIP-Seq,0.6964457773792143
316,ChIP-Seq,1.1862563910739243
317,ChIP-Seq,1.3904702295267761
318,ChIP-Seq,0.6035824743714285
319,ChIP-Seq,0.6244481024233384
320,ChIP-Seq,0.49160739717650176
321,ChIP-Seq,1.2747795779454523
322,ChIP-Seq,0.45123114543921894
323,ChIP-Seq,0.6956956646148279
324,ChIP-Seq,0.5785291228548703
325,ChIP-Seq,0.3875582694519174
326,ChIP-Seq,0.6764820306715151
327,ChIP-Seq,0.8608148926521443
328,ChIP-Seq,1.4050140080182532
329,ChIP-Seq,0.9202148060161555
330,ChIP-Seq,0.969236542995504
331,ChIP-Seq,0.9904336992276224
332,ChIP-Seq,1.5184200562926058
333,ChIP-Seq,1.315810686263236
334,ChIP-Seq,0.7458422285673907
335,ChIP-Seq,0.9634164748045186
336,ChIP-Seq,0.49255832187067683
337,ChIP-Seq,0.7387018185312071
338,ChIP-Seq,0.7693128809285414
339,ChIP-Seq,1.2657339672374244
340,ChIP-Seq,1.1260241966412883
341,ChIP-Seq,0.7559675237636133
342,ChIP-Seq,1.766272533472792
343,ChIP-Seq,1.0126625590125762
344,ChIP-Seq,0.962105283045736
345,ChIP-Seq,1.1881316197166292
346,ChIP-Seq,1.437918054939913
347,ChIP-Seq,1.446132796894028
348,ChIP-Seq,1.329446840383933
349,ChIP-Seq,0.8264819070520002
350,ChIP-Seq,1.5133603828986768
351,ChIP-Seq,0.8181072910527396
352,ChIP-Seq,0.7614068102592942
353,ChIP-Seq,0.930911117850126
354,ChIP-Seq,1.1857664092440396
355,ChIP-Seq,1.0652716218627993
356,ChIP-Seq,1.3340975209708026
357,ChIP-Seq,0.865240200750642
358,ChIP-Seq,0.6497916343704887
359,ChIP-Seq,0.8875946494807903
360,ChIP-Seq,0.7583849729289225
361,ChIP-Seq,0.8430240947561563
362,ChIP-Seq,1.2095442089519572
363,ChIP-Seq,0.3553909735572909
364,ChIP-Seq,1.4116558601639002
365,ChIP-Seq,1.571170929686333
366,ChIP-Seq,1.7017950349591693
367,ChIP-Seq,1.4004938563035538
368,ChIP-Seq,1.2324909302800917
369,ChIP-Seq,1.5979425478396048
370,ChIP-Seq,1.6933058643918715
371,ChIP-Seq,1.1666756402312788
372,ChIP-Seq,1.2126515108092581
373,ChIP-Seq,0.8789934191912089
374,ChIP-Seq,0.9633852679227969
375,ChIP-Seq,1.072813980704046
376,ChIP-Seq,0.6976909358860526
377,ChIP-Seq,0.5433509080386645
378,ChIP-Seq,0.6797105982083171
379,ChIP-Seq,1.3295572823358988
380,ChIP-Seq,0.9967317866443914
381,ChIP-Seq,0.8302808851745438
382,ChIP-Seq,1.3285725974884142
383,ChIP-Seq,1.0952467585791876
384,ChIP-Seq,0.7764061940744169
385,ChIP-Seq,1.2488024421643718
386,ChIP-Seq,1.2310838867235658
387,ChIP-Seq,1.3199446110125952
388,ChIP-Seq,1.4466876399615476
389,ChIP-Seq,1.6095222733674461
390,ChIP-Seq,1.0048491638678614
391,ChIP-Seq,0.9012414145043874
392,ChIP-Seq,1.2738009646784236
393,ChIP-Seq,1.2000973326200695
394,ChIP-Seq,1.5757061656021385
395,ChIP-Seq,1.653971013961931
396,HT-SELEX Lysate,1.5312494319111052
397,HT-SELEX Lysate,0.715912287850001
398,HT-SELEX Lysate,0.892592341813471
399,HT-SELEX Lysate,0.9192435077854303
400,HT-SELEX Lysate,1.2995530383356095
401,HT-SELEX Lysate,1.5804613540319603
402,HT-SELEX Lysate,0.5739806592980914
403,HT-SELEX Lysate,0.3780954291781393
404,HT-SELEX Lysate,1.2535737751533822
405,HT-SELEX Lysate,1.556200242824635
406,HT-SELEX Lysate,1.8136622917476972
407,HT-SELEX Lysate,1.213775474718669
408,HT-SELEX Lysate,1.4985848919205922
409,HT-SELEX Lysate,1.6935251752760876
410,HT-SELEX Lysate,1.2717119730794824
411,HT-SELEX Lysate,1.589372746655319
412,HT-SELEX Lysate,1.6845629173217722
413,HT-SELEX Lysate,0.46655533918714104
414,HT-SELEX Lysate,1.2150189647658731
415,HT-SELEX Lysate,1.6054162935223109
416,HT-SELEX Lysate,0.9156350449862563
417,HT-SELEX Lysate,1.201240880304251
418,HT-SELEX Lysate,0.5373837290111978
419,HT-SELEX Lysate,1.1086439743887733
420,HT-SELEX Lysate,0.6850779156808849
421,HT-SELEX Lysate,0.9331943233616843
422,HT-SELEX Lysate,0.6271954405383084
423,HT-SELEX Lysate,1.6711688354172807
424,HT-SELEX Lysate,0.6977574800576696
425,HT-SELEX Lysate,0.5447382727487381
426,HT-SELEX Lysate,1.5335507167104596
427,HT-SELEX Lysate,1.9337931222681437
428,HT-SELEX Lysate,1.3821920111716643
429,HT-SELEX Lysate,1.1946273185596048
430,HT-SELEX Lysate,1.373519947276842
431,HT-SELEX Lysate,0.9891497599874952
432,HT-SELEX Lysate,1.553151964401064
433,HT-SELEX Lysate,0.6390441275520811
434,HT-SELEX Lysate,1.363065163237244
435,HT-SELEX Lysate,0.7394751358979603
436,HT-SELEX Lysate,0.5796650834231418
437,HT-SELEX Lysate,1.5051644314880919
438,HT-SELEX Lysate,0.8904091501160944
439,HT-SELEX Lysate,0.7313294608014114
440,HT-SELEX Lysate,1.2330549095490473
441,HT-SELEX Lysate,0.7882914274755475
442,HT-SELEX Lysate,1.0359665224722991
443,HT-SELEX Lysate,1.546492866603014
444,HT-SELEX Lysate,0.8635076941568081
445,HT-SELEX Lysate,1.561119632504248
446,HT-SELEX Lysate,1.2935238729981875
447,HT-SELEX Lysate,1.4294200870888512
448,HT-SELEX Lysate,1.0214020803293304
449,HT-SELEX Lysate,1.2228737712560145
450,HT-SELEX Lysate,0.7017483982001058
451,HT-SELEX Lysate,1.680418978944959
452,HT-SELEX Lysate,0.15805135692111794
453,HT-SELEX Lysate,0.6995326727118296
454,HT-SELEX Lysate,0.4847219351983665
455,HT-SELEX Lysate,0.5488788015592602
456,HT-SELEX Lysate,1.5598571734714326
457,HT-SELEX Lysate,0.7438570662894715
458,HT-SELEX Lysate,0.9571883009474932
459,HT-SELEX Lysate,0.5099169247263791
460,HT-SELEX Lysate,0.832491963064156
461,HT-SELEX Lysate,1.2100280291979137
462,HT-SELEX Lysate,1.2277665177339712
463,HT-SELEX Lysate,1.3918687468811564
464,HT-SELEX Lysate,0.6433630370916398
465,HT-SELEX Lysate,0.7647329219792709
466,HT-SELEX Lysate,0.8345310614857375
467,HT-SELEX Lysate,1.359291139306535
468,HT-SELEX Lysate,1.0672240532390456
469,HT-SELEX Lysate,0.7761501243804023
470,HT-SELEX Lysate,0.8085355741681567
471,HT-SELEX Lysate,1.5571728611780848
472,HT-SELEX Lysate,0.8391353060796489
473,HT-SELEX Lysate,1.2289165119543086
474,HT-SELEX Lysate,1.269861311710804
475,HT-SELEX Lysate,1.312000802545617
476,HT-SELEX Lysate,0.649711611866195
477,HT-SELEX Lysate,1.405140552882861
478,HT-SELEX Lysate,1.0070582549947509
479,HT-SELEX Lysate,1.724494577525114
480,HT-SELEX Lysate,0.7949794993403297
481,HT-SELEX Lysate,1.13973707499005
482,PBM,1.2369478973989454
483,PBM,0.6915845145008922
484,PBM,0.7779806669508547
485,PBM,0.7828514159173349
486,PBM,0.4236680625511353
487,PBM,0.7321224974907795
488,PBM,0.4058390631374358
489,PBM,1.2879991001254512
490,PBM,0.6263440310709388
491,PBM,0.6292910961433311
492,PBM,1.3570005196816597
493,PBM,1.025072525106665
494,PBM,0.7928228156724708
495,PBM,1.1132720917610017
496,PBM,0.45322266277984224
497,PBM,0.8949373615590952
498,PBM,0.9546382271839375
499,PBM,0.932449980251753
500,PBM,1.228177994345824
501,PBM,1.6378988772372896
502,PBM,0.7875645891240114
503,PBM,0.45881661356754067
504,PBM,0.9996431007445739
505,PBM,0.5940944225998999
506,PBM,0.8940574647820488
507,PBM,0.7459583451785228
508,PBM,0.5891536649503442
509,PBM,0.06308423548384035
510,PBM,0.7819326888081226
511,PBM,1.0905170937411057
512,PBM,0.5643201687619089
513,PBM,0.5480146228550702
514,PBM,0.8542750384792331
515,PBM,0.6986174637428757
516,PBM,0.7299356348008988
517,PBM,1.2100511323424694
518,PBM,1.1182630608138369
519,PBM,1.4584175364595406
520,PBM,0.803803617428507
521,PBM,0.5265993560550639
522,PBM,0.9873544955918703
523,PBM,0.9308651103390644
524,PBM,0.738155114945563
525,PBM,0.7198565524385083
526,PBM,1.263059130848844
527,PBM,0.8526394991218966
528,PBM,0.8879724884333955
529,PBM,1.0610538233639704
530,PBM,0.8431658553918868
531,PBM,0.5488646584356393
532,PBM,0.9908048181536432
533,PBM,0.7121432533093803
534,PBM,0.6362317092576214
535,PBM,0.5994660374465391
536,PBM,0.19488457829304634
537,PBM,0.7006508388145574
538,PBM,0.3631621373066106
539,PBM,0.3811181868997928
540,PBM,0.1359493961856838
541,PBM,0.33979302919131404
542,PBM,0.5312176183146782
543,PBM,0.5314673045841676
544,PBM,0.812890171408696
545,HT-SELEX GFPIVT,1.7452776042525686
546,HT-SELEX GFPIVT,1.084788055061626
547,HT-SELEX GFPIVT,1.5901857221290407
548,HT-SELEX GFPIVT,1.235217602619603
549,HT-SELEX GFPIVT,1.2889281107381252
550,HT-SELEX GFPIVT,1.756785611374248
551,HT-SELEX GFPIVT,1.3570005196816597
552,HT-SELEX GFPIVT,1.4092612661929804
553,HT-SELEX GFPIVT,0.24070828827656066
554,HT-SELEX GFPIVT,0.21116755452697653
555,HT-SELEX GFPIVT,1.7788767503401108
556,HT-SELEX GFPIVT,0.9153452978993151
557,HT-SELEX GFPIVT,0.2962238128834847
558,HT-SELEX GFPIVT,1.0985959772366918
559,HT-SELEX GFPIVT,1.5077406014690677
560,HT-SELEX GFPIVT,0.6781239447084139
561,HT-SELEX GFPIVT,0.581349870799993
562,HT-SELEX GFPIVT,0.5163109495252232
563,HT-SELEX GFPIVT,0.7798392475795032
564,HT-SELEX GFPIVT,1.6780646068127623
565,HT-SELEX GFPIVT,0.2901395217789249
566,HT-SELEX GFPIVT,1.529968184096217
567,HT-SELEX GFPIVT,1.119889442227443
568,HT-SELEX GFPIVT,0.5992134879173793
569,HT-SELEX GFPIVT,1.3193280429266998
570,HT-SELEX GFPIVT,0.7126151270429952
571,HT-SELEX GFPIVT,0.2904146614414802
572,HT-SELEX GFPIVT,1.547194610616673
573,HT-SELEX GFPIVT,1.5051644314880919
574,HT-SELEX GFPIVT,0.9863204253627409
575,HT-SELEX GFPIVT,0.8904091501160944
576,HT-SELEX GFPIVT,0.7583922725394192
577,HT-SELEX GFPIVT,1.2607429661046192
578,HT-SELEX GFPIVT,1.1852747133988562
579,HT-SELEX GFPIVT,0.7116524668240246
580,HT-SELEX GFPIVT,1.476523910158798
581,HT-SELEX GFPIVT,1.0359665224722991
582,HT-SELEX GFPIVT,1.3873803549513333
583,HT-SELEX GFPIVT,1.2666200482849759
584,HT-SELEX GFPIVT,0.9482570688471508
585,HT-SELEX GFPIVT,1.3572498794597547
586,HT-SELEX GFPIVT,0.3249015786586198
587,HT-SELEX GFPIVT,1.0316268354860827
588,HT-SELEX GFPIVT,1.4382613624609946
589,HT-SELEX GFPIVT,0.9550159910084514
590,HT-SELEX GFPIVT,0.6799609891445662
591,HT-SELEX GFPIVT,0.674144636910293
592,HT-SELEX GFPIVT,0.8889261470271798
593,HT-SELEX GFPIVT,1.0666665108559203
594,HT-SELEX GFPIVT,1.4273576307043547
595,HT-SELEX GFPIVT,0.849280253740764
596,HT-SELEX GFPIVT,1.101352193886163
597,HT-SELEX GFPIVT,0.583418777682295
598,HT-SELEX GFPIVT,0.6731407254067399
599,HT-SELEX GFPIVT,0.575579541724071
600,HT-SELEX GFPIVT,0.829407979903887
601,HT-SELEX GFPIVT,1.246294146779181
602,HT-SELEX GFPIVT,1.300792163081136
603,HT-SELEX GFPIVT,0.7647718449213684
604,HT-SELEX GFPIVT,1.2076598806405408
605,HT-SELEX GFPIVT,0.3269578534072844
606,HT-SELEX GFPIVT,1.4893752834442884
607,HT-SELEX GFPIVT,1.492397342192529
608,HT-SELEX GFPIVT,1.4684336585495348
609,HT-SELEX GFPIVT,1.2289165119543086
610,HT-SELEX GFPIVT,1.312000802545617
611,HT-SELEX GFPIVT,1.0802610414221936
612,HT-SELEX GFPIVT,1.5940994429186712
613,HT-SELEX GFPIVT,0.3167583005941187
614,HT-SELEX GFPIVT,0.7953218508871414
615,HT-SELEX GFPIVT,1.5166637219692207
616,HT-SELEX GFPIVT,1.281298961919398
617,HT-SELEX GFPIVT,1.7649568108843676
618,HT-SELEX GFPIVT,1.1379519273663028
619,HT-SELEX GFPIVT,0.7660988439348445
620,HT-SELEX GFPIVT,0.9032342006367412
621,HT-SELEX GFPIVT,0.7393920161704598
622,HT-SELEX GFPIVT,1.2088325635964052
623,HT-SELEX GFPIVT,0.7728717881572745
624,HT-SELEX GFPIVT,1.5290630206458236
625,HT-SELEX GFPIVT,0.7766132279272797
626,HT-SELEX GFPIVT,0.9758296554204963
627,HT-SELEX GFPIVT,1.1524324109162414
628,HT-SELEX GFPIVT,1.128046778125797
629,HT-SELEX GFPIVT,1.1981289245270517
