,Artificial Train,ChIP-Seq Test
0,0.8703348159089478,0.9433283194267957
1,0.8773296546211892,0.9131926445524015
2,0.8579025894678202,0.924013408130917
3,0.8712964391974193,0.9563566517401919
4,0.8550208538649747,0.9041952877640453
5,0.858939796637206,0.9552537744580203
6,0.8728336647688675,0.9190833988047982
7,0.8571344361263097,0.9104973970955326
8,0.8499818492329873,0.9174205419544617
9,0.8629808872986812,0.901425036035963
10,0.8555604609148976,0.9229277695800481
11,0.8510129926064046,0.8894512426583896
12,0.8503875027491871,0.889661393257441
13,0.8299018253235643,0.8232514422449286
14,0.8472552702564431,0.8853622689396249
15,0.8446110277234334,0.877476576123093
16,0.8446110277234334,0.877476576123093
17,0.8583247928432831,0.9281686153829098
18,0.8516252130928534,0.9119070777070861
19,0.8435541271138683,0.8683978550361799
20,0.8435541271138683,0.8671179478121364
21,0.8564184055468721,0.8976732665229783
22,0.8555772973429209,0.9053399426779829
23,0.846829876550841,0.879707183869747
24,0.8353049724626734,0.8485550497510292
25,0.8490662800263836,0.9044728608880532
26,0.8444327415099817,0.9030696547460422
27,0.8420712548840973,0.8736025165822734
28,0.8420712548840973,0.8736025165822734
29,0.8364930285608588,0.8705416170540017
30,0.8470973460852314,0.8727775691347306
31,0.846944416093351,0.8926812416955747
32,0.8451392719908021,0.8796265472146729
33,0.8451392719908021,0.8796265472146729
34,0.8450358485688073,0.8855719145264251
35,0.846944416093351,0.8926812416955747
36,0.8064386786019693,0.7733693354926254
37,0.8590654143585349,0.92947099840679
38,0.8532583916440455,0.8746073364462084
39,0.8632499432362479,0.8822813074149455
40,0.8482534137935627,0.8827630835968889
41,0.8503371191918317,0.856407063780003
42,0.8564594566730142,0.9009114278839202
43,0.836164268803001,0.8739582184743537
44,0.8503371191918317,0.856407063780003
45,0.8565603877897622,0.9157630729855402
46,0.8528960198341021,0.8942533423803696
47,0.8224341397342392,0.8637023036170812
48,0.8344366458858113,0.8378547607800916
49,0.8510139245832553,0.8693653965550439
50,0.8536014008819729,0.895515646664303
51,0.8489918350462974,0.8939233723924355
52,0.8344366458858113,0.8378547607800916
53,0.8446717652495513,0.8811049585672219
54,0.8446717652495513,0.8811049585672219
55,0.8471691110953866,0.8787948969443488
56,0.8512344124354657,0.8457569265925857
57,0.8276754024794237,0.8201629943923044
58,0.8276754024794237,0.8201629943923044
59,0.8512344124354657,0.8457569265925857
60,0.8430700485368915,0.8552204556158046
61,0.8537017790878348,0.8823911110141214
62,0.8484194229204021,0.913863551083621
63,0.844843510442737,0.8565762179516792
64,0.8498584352263755,0.8510118482970066
65,0.8535291905019978,0.8705764317784435
66,0.8535291905019978,0.8705764317784435
67,0.8368325522815298,0.8431333416667726
68,0.8504907503832012,0.876953451145009
69,0.8368325522815298,0.8431333416667726
70,0.8504907503832012,0.876953451145009
71,0.8546477469869013,0.8871972854722068
72,0.8550623806924637,0.8929913312046927
73,0.8659536196580554,0.8535529309511573
74,0.8412477829658789,0.8679958799945153
75,0.8528219086659125,0.8503950961668467
76,0.8515544560458954,0.8643142121637107
77,0.8507476901729145,0.868349295456903
78,0.8496934420999299,0.8446945638092443
79,0.8465981036210083,0.8921151802304113
80,0.8393915447901353,0.8729113973231684
81,0.8496934420999299,0.8446945638092443
82,0.8539449863658092,0.9009522915479521
83,0.8527079331844417,0.8577601059181743
84,0.8397810987357657,0.8554772204608561
85,0.8440344080828796,0.8320068264279495
86,0.8397801234523848,0.8505680684960629
87,0.8538712243745378,0.8937324104735771
88,0.853160117896966,0.8958562108289709
89,0.8543465343771692,0.8992531287949412
90,0.8301087978364,0.787999660555281
91,0.8493944746364314,0.8945681630905428
92,0.8300743651688817,0.8200412658879559
93,0.8511937481857341,0.8862368087026975
94,0.8284847666320839,0.8336923182923923
95,0.8306467680776661,0.8239545493748276
96,0.8162152706649746,0.8132094537269943
97,0.8537869445502763,0.8913913995318749
98,0.7963400661583687,0.8129007421803869
99,0.8414681109253784,0.8577136325606343
100,0.8291202222659356,0.8260619140535954
101,0.8498389283690146,0.8607776175512644
102,0.8452686193643125,0.8595956602787371
103,0.8298121050509862,0.8389352329376745
104,0.8451206930745611,0.8625823226720408
105,0.8297704383843195,0.8378992567109265
106,0.8543535769958867,0.8916034256047489
107,0.8446486725436634,0.8573536057770434
108,0.8455731827260614,0.8653652650194195
109,0.835836954922219,0.8287198598792428
110,0.8445732838725052,0.8599121165307981
111,0.8558571676696155,0.8926067520398644
112,0.8446486725436634,0.8573536057770434
113,0.8274909087896446,0.7810655923441492
114,0.8306739759800642,0.8498211952607795
